AccX [mg],AccY [mg],AccZ [mg],State
390,-1053,-241,0
394,-945,-135,0
384,-906,-164,0
347,-893,-218,0
298,-853,-207,0
254,-803,-144,0
260,-803,-117,0
313,-894,-171,0
388,-1041,-261,0
439,-1094,-265,0
404,-976,-152,0
343,-869,-137,0
291,-833,-181,0
265,-853,-218,0
264,-913,-206,0
312,-958,-187,0
400,-991,-211,0
438,-1015,-202,0
391,-1004,-177,0
307,-930,-167,0
277,-851,-191,0
273,-806,-223,0
277,-788,-215,0
276,-852,-168,0
295,-970,-136,0
350,-1052,-158,0
416,-1039,-201,0
423,-976,-235,0
369,-950,-241,0
322,-978,-228,0
302,-1011,-196,0
295,-959,-141,0
290,-866,-137,0
292,-822,-156,0
313,-832,-186,0
359,-911,-211,0
402,-1014,-215,0
384,-1123,-228,0
313,-1067,-182,0
275,-921,-142,0
285,-802,-135,0
329,-781,-166,0
359,-865,-213,0
346,-958,-220,0
295,-988,-177,0
265,-943,-136,0
288,-884,-136,0
349,-906,-186,0
404,-961,-225,0
409,-994,-223,0
349,-998,-211,0
288,-971,-175,0
278,-943,-143,0
325,-948,-145,0
398,-981,-213,0
402,-964,-259,0
332,-897,-219,0
265,-851,-158,0
255,-856,-127,0
320,-922,-144,0
392,-1001,-209,0
400,-1045,-251,0
364,-1033,-221,0
355,-1017,-223,0
378,-988,-219,0
378,-935,-177,0
324,-869,-130,0
272,-826,-141,0
262,-844,-183,0
290,-908,-230,0
335,-947,-227,0
367,-933,-184,0
364,-882,-154,0
341,-864,-162,0
321,-887,-173,0
318,-953,-178,0
334,-1002,-206,0
336,-954,-220,0
329,-864,-198,0
326,-805,-159,0
337,-822,-137,0
347,-922,-151,0
347,-1008,-200,0
332,-1017,-227,0
325,-940,-210,0
334,-868,-187,0
349,-847,-157,0
351,-882,-141,0
340,-927,-159,0
332,-968,-195,0
345,-1004,-228,0
364,-1009,-231,0
367,-970,-194,0
356,-913,-161,0
339,-858,-150,0
316,-857,-156,0
307,-923,-181,0
317,-995,-209,0
342,-1010,-232,0
364,-941,-200,0
369,-879,-155,0
355,-887,-135,0
336,-967,-173,0
338,-1047,-228,0
348,-1019,-241,0
342,-916,-204,0
325,-843,-157,0
306,-848,-133,0
309,-906,-146,0
336,-964,-183,0
368,-979,-220,0
348,-939,-221,0
305,-890,-196,0
287,-868,-153,0
307,-871,-118,0
342,-909,-144,0
365,-964,-208,0
352,-1001,-241,0
341,-1012,-228,0
347,-983,-179,0
365,-939,-152,0
337,-884,-151,0
294,-853,-159,0
270,-843,-165,0
287,-878,-189,0
344,-979,-222,0
391,-1058,-220,0
394,-1049,-171,0
363,-955,-140,0
334,-878,-164,0
310,-864,-200,0
303,-921,-220,0
306,-989,-206,0
331,-1012,-181,0
366,-952,-158,0
373,-873,-158,0
342,-838,-169,0
315,-892,-196,0
314,-1016,-218,0
324,-1064,-219,0
328,-975,-180,0
330,-832,-134,0
329,-762,-139,0
329,-798,-183,0
322,-900,-205,0
312,-1016,-208,0
302,-1065,-182,0
345,-1009,-175,0
398,-939,-193,0
418,-886,-203,0
379,-879,-196,0
316,-901,-182,0
260,-943,-161,0
263,-960,-164,0
318,-944,-177,0
392,-930,-195,0
429,-926,-217,0
381,-906,-190,0
316,-913,-172,0
280,-937,-156,0
294,-954,-169,0
326,-937,-185,0
353,-907,-193,0
367,-901,-190,0
383,-924,-198,0
372,-953,-184,0
336,-965,-172,0
291,-944,-164,0
281,-916,-180,0
324,-900,-202,0
385,-914,-199,0
416,-941,-179,0
374,-971,-168,0
313,-965,-172,0
281,-922,-180,0
300,-889,-190,0
342,-893,-198,0
366,-910,-190,0
355,-930,-174,0
328,-932,-146,0
324,-935,-155,0
347,-975,-212,0
366,-961,-236,0
339,-884,-203,0
297,-840,-153,0
264,-838,-100,0
288,-908,-138,0
364,-988,-208,0
417,-1014,-252,0
412,-971,-241,0
345,-907,-169,0
288,-913,-155,0
278,-934,-146,0
316,-941,-157,0
353,-944,-206,0
367,-899,-215,0
350,-880,-196,0
328,-915,-175,0
325,-984,-148,0
350,-1070,-183,0
359,-1036,-213,0
348,-906,-205,0
327,-807,-174,0
305,-792,-146,0
310,-893,-168,0
322,-1005,-175,0
335,-1031,-196,0
337,-951,-186,0
336,-876,-168,0
342,-869,-187,0
343,-894,-186,0
325,-899,-165,0
284,-868,-156,0
256,-827,-147,0
263,-838,-160,0
319,-930,-191,0
411,-1051,-225,0
486,-1147,-252,0
434,-1094,-192,0
348,-976,-165,0
295,-884,-159,0
271,-846,-169,0
279,-860,-196,0
305,-887,-190,0
333,-902,-175,0
357,-909,-173,0
363,-900,-161,0
348,-954,-182,0
334,-1001,-195,0
332,-996,-212,0
336,-930,-216,0
331,-855,-167,0
327,-866,-150,0
331,-929,-156,0
362,-990,-200,0
374,-1014,-232,0
370,-989,-206,0
354,-972,-184,0
338,-942,-181,0
329,-899,-175,0
327,-851,-164,0
309,-832,-149,0
302,-854,-176,0
305,-902,-206,0
329,-947,-197,0
351,-968,-170,0
370,-960,-159,0
376,-942,-182,0
365,-934,-212,0
349,-940,-200,0
336,-984,-186,0
339,-1019,-192,0
349,-999,-190,0
369,-943,-180,0
367,-880,-167,0
339,-863,-178,0
305,-880,-195,0
281,-898,-184,0
293,-930,-170,0
336,-952,-166,0
392,-957,-182,0
391,-948,-199,0
349,-914,-187,0
312,-889,-171,0
306,-913,-181,0
309,-925,-183,0
312,-911,-184,0
315,-890,-161,0
338,-913,-164,0
378,-963,-188,0
398,-1007,-214,0
364,-976,-200,0
301,-898,-176,0
267,-862,-162,0
289,-914,-166,0
376,-1048,-191,0
483,-1159,-239,0
454,-1050,-226,0
346,-901,-177,0
262,-826,-145,0
232,-802,-139,0
252,-818,-156,0
289,-840,-177,0
325,-863,-176,0
346,-916,-176,0
370,-984,-176,0
388,-1019,-202,0
379,-996,-198,0
336,-958,-179,0
293,-913,-179,0
284,-868,-172,0
300,-840,-171,0
337,-875,-170,0
373,-958,-172,0
399,-1057,-200,0
367,-1040,-219,0
319,-931,-191,0
285,-845,-159,0
293,-831,-151,0
