AccX [mg],AccY [mg],AccZ [mg],State
188,-588,-130,1
168,-530,-54,1
162,-528,-62,1
169,-536,-96,1
184,-553,-148,1
197,-606,-222,1
209,-647,-252,1
202,-657,-205,1
190,-695,-146,1
203,-760,-119,1
260,-851,-143,1
355,-1000,-246,1
459,-1172,-362,1
524,-1229,-293,1
506,-1248,-248,1
466,-1274,-325,1
395,-1277,-377,1
340,-1228,-336,1
383,-1189,-261,1
515,-1264,-265,1
668,-1474,-385,1
735,-1785,-515,1
680,-1871,-458,1
607,-1743,-347,1
598,-1602,-401,1
571,-1509,-408,1
553,-1528,-342,1
615,-1623,-344,1
726,-1715,-464,1
728,-1703,-461,1
591,-1618,-361,1
502,-1511,-326,1
479,-1402,-330,1
491,-1305,-338,1
502,-1224,-305,1
483,-1186,-260,1
452,-1183,-265,1
427,-1159,-304,1
392,-1061,-283,1
333,-921,-209,1
278,-829,-171,1
243,-765,-173,1
217,-703,-173,1
204,-637,-159,1
186,-568,-136,1
172,-513,-103,1
156,-479,-84,1
141,-462,-86,1
128,-467,-96,1
124,-468,-126,1
118,-484,-116,1
122,-507,-130,1
128,-536,-121,1
137,-574,-111,1
161,-631,-111,1
194,-706,-135,1
242,-792,-164,1
298,-891,-182,1
343,-991,-185,1
377,-1103,-193,1
411,-1223,-243,1
452,-1304,-291,1
479,-1333,-315,1
478,-1349,-312,1
455,-1376,-292,1
460,-1430,-300,1
518,-1518,-322,1
592,-1645,-342,1
673,-1816,-382,1
741,-1971,-462,1
718,-1943,-463,1
654,-1787,-418,1
601,-1680,-386,1
592,-1693,-393,1
626,-1809,-419,1
704,-1859,-415,1
723,-1810,-414,1
663,-1683,-413,1
570,-1561,-396,1
494,-1432,-339,1
469,-1364,-312,1
469,-1307,-284,1
475,-1277,-287,1
444,-1212,-268,1
405,-1132,-249,1
364,-1039,-237,1
323,-942,-212,1
287,-854,-196,1
249,-775,-189,1
206,-695,-139,1
186,-646,-126,1
162,-596,-114,1
151,-532,-101,1
139,-492,-100,1
127,-465,-107,1
115,-440,-111,1
104,-423,-108,1
86,-402,-100,1
80,-392,-98,1
78,-391,-113,1
78,-402,-115,1
91,-430,-131,1
115,-475,-155,1
153,-544,-181,1
211,-652,-215,1
303,-836,-292,1
447,-1179,-343,1
619,-1680,-365,1
738,-1998,-467,1
615,-1810,-461,1
454,-1265,-374,1
377,-1039,-335,1
348,-1007,-341,1
368,-1145,-373,1
483,-1550,-451,1
759,-1998,-555,1
1050,-1998,-482,1
896,-1998,-465,1
588,-1629,-425,1
414,-1453,-372,1
447,-1516,-377,1
623,-1757,-400,1
868,-1998,-427,1
917,-1998,-389,1
710,-1735,-381,1
514,-1476,-341,1
416,-1325,-299,1
396,-1227,-256,1
430,-1194,-237,1
486,-1211,-249,1
524,-1210,-262,1
502,-1135,-249,1
418,-1030,-223,1
338,-944,-218,1
276,-847,-208,1
231,-739,-181,1
202,-645,-153,1
174,-552,-127,1
160,-496,-113,1
151,-447,-101,1
139,-408,-90,1
128,-374,-91,1
115,-348,-78,1
104,-330,-76,1
92,-316,-76,1
80,-313,-79,1
75,-331,-88,1
76,-364,-99,1
85,-417,-115,1
111,-491,-133,1
161,-608,-157,1
233,-770,-164,1
347,-1029,-178,1
507,-1451,-264,1
717,-1961,-453,1
733,-1959,-446,1
571,-1518,-282,1
444,-1198,-247,1
374,-1071,-280,1
343,-1129,-317,1
382,-1363,-358,1
519,-1759,-369,1
796,-1998,-460,1
984,-1998,-550,1
740,-1871,-388,1
507,-1578,-363,1
433,-1452,-383,1
498,-1462,-404,1
671,-1671,-452,1
788,-1945,-497,1
740,-1998,-457,1
597,-1753,-395,1
479,-1382,-314,1
430,-1198,-287,1
419,-1135,-293,1
425,-1157,-306,1
433,-1190,-276,1
435,-1188,-244,1
410,-1130,-224,1
349,-1051,-213,1
291,-956,-210,1
239,-820,-181,1
211,-707,-148,1
197,-620,-123,1
179,-555,-105,1
163,-506,-95,1
147,-474,-84,1
127,-459,-77,1
109,-448,-68,1
94,-437,-57,1
89,-433,-57,1
96,-446,-68,1
106,-454,-76,1
122,-482,-85,1
147,-536,-98,1
180,-610,-116,1
233,-717,-137,1
308,-866,-166,1
419,-1066,-211,1
545,-1314,-263,1
584,-1482,-309,1
516,-1446,-257,1
435,-1281,-211,1
389,-1127,-202,1
401,-1092,-221,1
453,-1190,-249,1
561,-1421,-295,1
704,-1756,-351,1
788,-1992,-399,1
732,-1952,-408,1
611,-1670,-298,1
557,-1493,-275,1
581,-1496,-345,1
628,-1632,-404,1
656,-1766,-400,1
654,-1809,-366,1
655,-1769,-372,1
636,-1629,-372,1
575,-1461,-327,1
512,-1351,-311,1
457,-1286,-309,1
415,-1237,-315,1
377,-1177,-269,1
372,-1113,-252,1
362,-1014,-226,1
345,-932,-218,1
320,-880,-220,1
282,-826,-205,1
250,-768,-185,1
229,-717,-166,1
199,-643,-136,1
187,-591,-129,1
171,-548,-110,1
161,-513,-98,1
159,-481,-93,1
156,-464,-91,1
152,-457,-88,1
155,-461,-93,1
166,-487,-106,1
175,-529,-114,1
198,-590,-124,1
233,-672,-140,1
280,-773,-144,1
356,-937,-154,1
446,-1134,-199,1
545,-1347,-273,1
598,-1487,-316,1
573,-1419,-289,1
504,-1264,-258,1
444,-1155,-237,1
412,-1132,-217,1
430,-1211,-222,1
528,-1415,-252,1
660,-1665,-304,1
781,-1898,-377,1
818,-1982,-461,1
677,-1757,-373,1
565,-1549,-294,1
529,-1476,-302,1
543,-1529,-336,1
577,-1640,-337,1
627,-1678,-342,1
642,-1608,-359,1
588,-1458,-330,1
503,-1345,-310,1
408,-1254,-294,1
363,-1174,-281,1
347,-1112,-281,1
358,-1050,-266,1
368,-1004,-253,1
352,-973,-238,1
315,-935,-220,1
284,-886,-225,1
252,-803,-203,1
221,-710,-179,1
197,-651,-173,1
177,-605,-170,1
159,-557,-159,1
144,-516,-143,1
133,-497,-133,1
123,-493,-119,1
118,-518,-116,1
125,-560,-120,1
142,-626,-117,1
177,-694,-128,1
228,-775,-156,1
286,-866,-186,1
337,-973,-203,1
362,-1054,-209,1
370,-1090,-218,1
360,-1075,-213,1
337,-1034,-195,1
311,-1023,-186,1
307,-1056,-203,1
327,-1122,-220,1
375,-1206,-222,1
468,-1350,-247,1
578,-1502,-282,1
646,-1650,-324,1
635,-1713,-352,1
553,-1629,-326,1
499,-1518,-285,1
493,-1471,-296,1
528,-1514,-324,1
579,-1586,-312,1
619,-1616,-302,1
596,-1556,-313,1
526,-1458,-306,1
446,-1364,-272,1
400,-1278,-248,1
408,-1227,-248,1
451,-1233,-270,1
481,-1259,-282,1
462,-1244,-266,1
415,-1176,-240,1
374,-1088,-224,1
338,-1025,-240,1
298,-959,-203,1
276,-898,-196,1
269,-859,-204,1
266,-829,-211,1
266,-830,-228,1
271,-842,-250,1
258,-834,-236,1
241,-787,-201,1
223,-737,-187,1
202,-678,-164,1
187,-644,-177,1
174,-632,-178,1
160,-625,-165,1
158,-626,-152,1
166,-652,-156,1
183,-683,-170,1
201,-716,-175,1
215,-751,-174,1
236,-778,-171,1
269,-815,-176,1
315,-880,-200,1
354,-962,-219,1
380,-1044,-225,1
406,-1117,-215,1
429,-1136,-199,1
441,-1140,-202,1
439,-1167,-221,1
448,-1217,-238,1
490,-1308,-260,1
566,-1436,-285,1
645,-1606,-331,1
702,-1735,-353,1
660,-1659,-291,1
576,-1476,-254,1
527,-1374,-266,1
529,-1391,-288,1
574,-1512,-291,1
656,-1699,-329,1
701,-1760,-361,1
666,-1640,-342,1
576,-1465,-290,1
480,-1297,-234,1
442,-1217,-241,1
435,-1195,-263,1
445,-1206,-280,1
447,-1202,-272,1
433,-1166,-253,1
412,-1125,-245,1
382,-1059,-229,1
346,-967,-205,1
298,-866,-189,1
262,-791,-183,1
231,-721,-181,1
203,-662,-177,1
184,-606,-168,1
175,-566,-154,1
166,-540,-143,1
160,-528,-130,1
160,-539,-128,1
170,-572,-135,1
181,-608,-147,1
200,-647,-156,1
216,-681,-157,1
229,-725,-156,1
240,-766,-163,1
255,-797,-168,1
275,-825,-172,1
293,-864,-170,1
312,-921,-171,1
323,-983,-169,1
352,-1067,-187,1
406,-1202,-234,1
492,-1376,-285,1
560,-1500,-278,1
601,-1580,-285,1
591,-1582,-303,1
536,-1513,-275,1
507,-1466,-248,1
527,-1501,-261,1
576,-1583,-291,1
634,-1671,-323,1
661,-1725,-333,1
640,-1707,-312,1
595,-1629,-293,1
559,-1557,-286,1
528,-1482,-272,1
519,-1434,-271,1
518,-1414,-280,1
526,-1408,-293,1
521,-1389,-283,1
487,-1330,-239,1
446,-1247,-214,1
402,-1143,-232,1
351,-1036,-213,1
304,-912,-148,1
286,-855,-171,1
268,-807,-203,1
242,-761,-188,1
219,-713,-168,1
205,-671,-167,1
192,-634,-152,1
174,-595,-125,1
158,-566,-120,1
145,-551,-128,1
142,-544,-140,1
136,-537,-144,1
131,-536,-142,1
135,-549,-138,1
146,-576,-150,1
160,-613,-166,1
176,-653,-173,1
198,-706,-175,1
234,-802,-191,1
290,-897,-205,1
358,-994,-214,1
413,-1092,-225,1
436,-1195,-245,1
428,-1248,-252,1
419,-1259,-233,1
433,-1272,-239,1
469,-1325,-274,1
524,-1397,-296,1
576,-1490,-300,1
617,-1590,-315,1
649,-1661,-341,1
662,-1672,-335,1
633,-1661,-300,1
611,-1639,-284,1
625,-1639,-335,1
639,-1621,-337,1
651,-1620,-338,1
634,-1576,-309,1
591,-1501,-295,1
532,-1393,-257,1
502,-1323,-266,1
478,-1265,-237,1
467,-1246,-245,1
460,-1222,-264,1
442,-1156,-264,1
410,-1062,-232,1
367,-960,-187,1
325,-883,-179,1
294,-822,-182,1
260,-756,-169,1
235,-705,-151,1
221,-669,-152,1
208,-636,-152,1
199,-599,-147,1
191,-573,-146,1
185,-550,-142,1
175,-532,-134,1
170,-525,-130,1
168,-526,-127,1
167,-543,-126,1
173,-581,-135,1
192,-623,-143,1
228,-692,-166,1
264,-763,-176,1
300,-843,-178,1
343,-945,-196,1
386,-1051,-212,1
426,-1150,-225,1
443,-1218,-241,1
442,-1245,-251,1
440,-1228,-240,1
445,-1228,-238,1
467,-1275,-253,1
507,-1370,-262,1
553,-1487,-271,1
603,-1620,-312,1
627,-1699,-339,1
608,-1652,-319,1
576,-1565,-298,1
543,-1474,-272,1
528,-1434,-266,1
556,-1510,-294,1
599,-1626,-311,1
614,-1677,-306,1
597,-1572,-311,1
536,-1417,-280,1
462,-1280,-242,1
410,-1193,-220,1
386,-1132,-205,1
388,-1099,-218,1
388,-1083,-224,1
379,-1059,-223,1
355,-1013,-202,1
323,-948,-187,1
291,-878,-174,1
265,-805,-160,1
241,-739,-148,1
217,-682,-137,1
196,-641,-131,1
179,-614,-130,1
166,-589,-128,1
159,-570,-136,1
