AccX [mg],AccY [mg],AccZ [mg],State
-410,-895,-132,1
-433,-1007,-123,1
-532,-1220,-175,1
-605,-1382,-226,1
-623,-1382,-228,1
-551,-1234,-192,1
-462,-1074,-173,1
-436,-964,-126,1
-527,-1081,-178,1
-604,-1233,-221,1
-660,-1366,-253,1
-597,-1217,-207,1
-489,-966,-168,1
-476,-867,-183,1
-497,-834,-205,1
-507,-793,-209,1
-474,-716,-193,1
-432,-658,-184,1
-421,-624,-181,1
-444,-646,-204,1
-479,-663,-239,1
-481,-644,-251,1
-462,-618,-255,1
-436,-602,-241,1
-438,-653,-254,1
-508,-811,-281,1
-619,-1023,-332,1
-718,-1240,-362,1
-671,-1265,-331,1
-538,-1147,-310,1
-480,-1034,-281,1
-567,-1140,-291,1
-630,-1235,-296,1
-520,-1137,-246,1
-427,-1129,-247,1
-453,-1233,-276,1
-508,-1346,-270,1
-526,-1409,-272,1
-598,-1490,-303,1
-599,-1452,-313,1
-551,-1337,-283,1
-512,-1227,-270,1
-487,-1139,-250,1
-517,-1110,-245,1
-515,-1080,-237,1
-457,-956,-213,1
-383,-818,-175,1
-353,-706,-108,1
-338,-656,-123,1
-318,-608,-74,1
-325,-599,-84,1
-298,-554,-53,1
-274,-538,-44,1
-270,-540,-50,1
-269,-571,-55,1
-296,-670,-79,1
-366,-886,-135,1
-477,-1133,-187,1
-563,-1316,-227,1
-524,-1288,-224,1
-422,-1118,-189,1
-446,-1122,-201,1
-540,-1283,-243,1
-606,-1447,-257,1
-660,-1611,-298,1
-612,-1501,-264,1
-568,-1374,-226,1
-633,-1480,-254,1
-721,-1618,-290,1
-696,-1544,-277,1
-557,-1299,-212,1
-475,-1119,-174,1
-479,-1075,-177,1
-531,-1151,-209,1
-569,-1234,-239,1
-504,-1114,-216,1
-407,-939,-176,1
-339,-809,-148,1
-316,-749,-142,1
-317,-708,-142,1
-305,-655,-138,1
-282,-616,-121,1
-285,-624,-122,1
-303,-630,-123,1
-348,-713,-148,1
-358,-749,-162,1
-352,-780,-152,1
-397,-951,-181,1
-506,-1195,-246,1
-593,-1372,-277,1
-566,-1337,-254,1
-498,-1177,-234,1
-480,-1108,-228,1
-586,-1266,-284,1
-681,-1467,-324,1
-676,-1580,-312,1
-607,-1500,-286,1
-568,-1397,-276,1
-633,-1454,-303,1
-683,-1507,-313,1
-647,-1433,-286,1
-546,-1274,-243,1
-501,-1190,-201,1
-477,-1125,-181,1
-503,-1119,-196,1
-494,-1058,-178,1
-449,-964,-161,1
-405,-856,-140,1
-339,-726,-118,1
-279,-612,-92,1
-243,-535,-76,1
-236,-512,-79,1
-240,-500,-81,1
-232,-490,-80,1
-213,-512,-126,1
-216,-520,-95,1
-227,-591,-118,1
-236,-669,-145,1
-286,-838,-161,1
-395,-1075,-212,1
-499,-1263,-245,1
-554,-1311,-262,1
-511,-1233,-235,1
-535,-1306,-236,1
-590,-1477,-252,1
-689,-1697,-288,1
-746,-1742,-318,1
-694,-1564,-272,1
-668,-1514,-260,1
-699,-1591,-265,1
-720,-1653,-288,1
-644,-1530,-268,1
-604,-1415,-267,1
-576,-1322,-250,1
-536,-1223,-232,1
-476,-1117,-221,1
-427,-1000,-205,1
-373,-891,-173,1
-348,-833,-165,1
-335,-782,-164,1
-287,-674,-140,1
-265,-618,-116,1
-271,-588,-118,1
-279,-568,-114,1
-288,-570,-122,1
-283,-538,-118,1
-265,-514,-109,1
-250,-525,-107,1
-294,-613,-127,1
-443,-888,-203,1
-665,-1337,-304,1
-819,-1868,-353,1
-585,-1514,-241,1
-443,-1061,-194,1
-470,-1033,-225,1
-669,-1357,-343,1
-873,-1703,-395,1
-771,-1710,-316,1
-553,-1482,-252,1
-563,-1377,-263,1
-652,-1416,-300,1
-723,-1462,-326,1
-724,-1360,-224,1
-643,-1347,-228,1
-612,-1385,-228,1
-594,-1333,-252,1
-568,-1163,-239,1
-480,-936,-192,1
-390,-759,-144,1
-344,-683,-131,1
