AccX [mg],AccY [mg],AccZ [mg],State
-892,-183,-501,1
-611,-61,-423,1
-685,-452,-459,1
-1179,-1558,-849,1
-1998,-1998,-1612,1
-1321,-1746,-846,1
-1084,-845,-770,1
-1014,-615,-704,1
-942,-556,-583,1
-1258,-1055,-644,1
-1959,-1998,-981,1
-1421,-1998,-940,1
-885,-1112,-619,1
-1090,-919,-736,1
-1042,-730,-654,1
-940,-711,-606,1
-1060,-971,-687,1
-1357,-1525,-838,1
-1424,-1580,-905,1
-893,-957,-667,1
-666,-772,-591,1
-745,-777,-591,1
-677,-574,-468,1
-464,-329,-333,1
-390,-333,-303,1
-387,-439,-317,1
-413,-580,-344,1
-364,-592,-326,1
-324,-553,-303,1
-289,-540,-268,1
-258,-569,-241,1
-188,-545,-186,1
-121,-495,-140,1
-158,-512,-157,1
-219,-572,-200,1
-290,-666,-238,1
-275,-665,-233,1
-169,-537,-174,1
-108,-447,-145,1
-156,-466,-154,1
-277,-582,-225,1
-428,-763,-326,1
-510,-968,-408,1
-550,-1245,-442,1
-684,-1510,-517,1
-588,-1217,-429,1
-722,-1281,-512,1
-831,-1487,-604,1
-687,-1292,-503,1
-677,-1105,-435,1
-711,-1111,-452,1
-831,-1336,-498,1
-1165,-1923,-670,1
-1325,-1998,-759,1
-1077,-1693,-607,1
-908,-1245,-503,1
-994,-1309,-561,1
-1274,-1798,-730,1
-1306,-1998,-792,1
-1092,-1693,-663,1
-896,-1235,-598,1
-806,-1024,-568,1
-832,-1053,-581,1
-911,-1271,-600,1
-960,-1461,-571,1
-846,-1260,-470,1
-746,-999,-414,1
-676,-841,-376,1
-570,-690,-303,1
-519,-626,-264,1
-545,-669,-279,1
-595,-761,-300,1
-585,-777,-282,1
-498,-682,-229,1
-389,-565,-174,1
-307,-466,-127,1
-264,-400,-96,1
-263,-390,-101,1
-267,-395,-101,1
-266,-399,-94,1
-250,-390,-79,1
-231,-391,-64,1
-210,-392,-48,1
-196,-404,-32,1
-195,-438,-31,1
-220,-517,-43,1
-270,-638,-64,1
-354,-816,-100,1
-483,-1059,-170,1
-619,-1290,-222,1
-649,-1402,-231,1
-635,-1374,-234,1
-595,-1311,-228,1
-551,-1241,-210,1
-547,-1235,-226,1
-697,-1423,-309,1
-907,-1725,-424,1
-1012,-1910,-485,1
-877,-1695,-437,1
-800,-1502,-426,1
-887,-1528,-486,1
-968,-1593,-527,1
-987,-1645,-531,1
-962,-1618,-523,1
-882,-1461,-473,1
-807,-1310,-408,1
-795,-1251,-375,1
-878,-1350,-413,1
-895,-1386,-421,1
-763,-1230,-369,1
-673,-1138,-360,1
-700,-1175,-403,1
-795,-1304,-446,1
-848,-1415,-467,1
-803,-1360,-447,1
-686,-1137,-396,1
-589,-932,-356,1
-555,-839,-344,1
-543,-825,-336,1
-549,-851,-334,1
-515,-823,-309,1
