AccX [mg],AccY [mg],AccZ [mg],State
-440,-967,-315,1
-335,-808,-222,1
-517,-1017,-294,1
-850,-1481,-452,1
-1179,-1998,-613,1
-1117,-1998,-563,1
-733,-1818,-359,1
-622,-1442,-312,1
-762,-1275,-396,1
-737,-1114,-373,1
-640,-940,-320,1
-521,-752,-262,1
-452,-651,-231,1
-391,-601,-202,1
-355,-626,-190,1
-332,-625,-185,1
-369,-647,-210,1
-467,-742,-257,1
-532,-828,-288,1
-549,-838,-299,1
-444,-681,-243,1
-312,-496,-165,1
-242,-382,-113,1
-219,-318,-97,1
-235,-312,-108,1
-248,-304,-111,1
-239,-278,-95,1
-223,-257,-79,1
-228,-276,-71,1
-263,-347,-85,1
-361,-514,-139,1
-458,-709,-188,1
-507,-885,-172,1
-651,-1301,-191,1
-895,-1997,-394,1
-723,-1975,-375,1
-600,-1355,-288,1
-455,-884,-203,1
-422,-710,-203,1
-413,-645,-203,1
-452,-711,-216,1
-499,-867,-246,1
-611,-1217,-314,1
-772,-1773,-347,1
-1147,-1998,-533,1
-1077,-1998,-573,1
-801,-1959,-439,1
-676,-1425,-324,1
-677,-1264,-336,1
-695,-1226,-337,1
-690,-1310,-344,1
-590,-1508,-260,1
-629,-1993,-324,1
-975,-1998,-451,1
-1157,-1998,-547,1
-868,-1551,-399,1
-620,-1145,-256,1
-457,-957,-185,1
-410,-933,-203,1
-379,-903,-208,1
-349,-849,-172,1
-408,-909,-183,1
-531,-1039,-242,1
-576,-1056,-264,1
-548,-987,-246,1
-452,-843,-196,1
-335,-688,-152,1
-281,-598,-151,1
-264,-533,-149,1
-265,-472,-146,1
-265,-403,-145,1
-261,-362,-147,1
-267,-347,-155,1
-232,-278,-134,1
-203,-226,-118,1
-185,-198,-104,1
-183,-200,-104,1
-189,-218,-109,1
-204,-248,-117,1
-233,-318,-130,1
-310,-498,-177,1
-429,-786,-241,1
-682,-1458,-364,1
-1115,-1998,-468,1
-1287,-1998,-583,1
-947,-1961,-452,1
-636,-1316,-290,1
-458,-962,-199,1
-473,-899,-209,1
-538,-1012,-235,1
-758,-1530,-332,1
-1314,-1998,-634,1
-1145,-1998,-585,1
-859,-1854,-398,1
-665,-1272,-315,1
-521,-1019,-255,1
-422,-911,-204,1
-335,-871,-177,1
-308,-907,-173,1
-415,-1121,-230,1
-647,-1505,-328,1
-890,-1862,-431,1
-760,-1662,-368,1
-492,-1217,-244,1
-312,-866,-164,1
-249,-659,-132,1
-275,-622,-145,1
-309,-666,-159,1
-342,-736,-178,1
-349,-768,-182,1
-298,-701,-166,1
-304,-715,-166,1
-356,-843,-182,1
-378,-942,-186,1
-332,-869,-174,1
-316,-731,-169,1
-331,-690,-175,1
-269,-581,-145,1
-206,-484,-116,1
-157,-400,-101,1
-132,-336,-94,1
-131,-302,-101,1
-146,-303,-118,1
-180,-337,-139,1
-194,-351,-148,1
-228,-392,-161,1
-244,-429,-168,1
-251,-465,-188,1
-289,-577,-219,1
-389,-828,-245,1
-550,-1303,-285,1
-1018,-1998,-542,1
-1349,-1998,-696,1
-856,-1998,-421,1
-641,-1459,-355,1
-521,-1141,-292,1
-469,-1030,-247,1
-604,-1303,-298,1
-861,-1900,-406,1
-1095,-1998,-523,1
-927,-1998,-457,1
-815,-1927,-380,1
-685,-1537,-316,1
-597,-1352,-270,1
-586,-1326,-257,1
-677,-1452,-307,1
-770,-1696,-353,1
-802,-1889,-378,1
-721,-1870,-324,1
-630,-1590,-267,1
-556,-1212,-251,1
-479,-966,-207,1
-425,-837,-186,1
-368,-739,-158,1
-343,-710,-147,1
-321,-679,-137,1
-318,-675,-144,1
-322,-684,-153,1
-311,-658,-144,1
-259,-594,-122,1
-193,-503,-81,1
-148,-419,-54,1
-165,-410,-70,1
-180,-400,-84,1
-178,-360,-78,1
-175,-331,-70,1
-174,-302,-65,1
-145,-247,-53,1
-140,-218,-46,1
-159,-237,-52,1
-182,-254,-67,1
-217,-299,-85,1
-269,-390,-112,1
-359,-624,-158,1
-434,-1061,-217,1
-806,-1998,-459,1
-1998,-1998,-1036,1
-1289,-1998,-609,1
-529,-1218,-259,1
-344,-824,-185,1
-345,-740,-202,1
-425,-826,-253,1
-563,-1064,-317,1
-946,-1822,-491,1
-1284,-1998,-590,1
-1257,-1998,-654,1
-1020,-1979,-519,1
-714,-1270,-370,1
-588,-1036,-301,1
-568,-1143,-310,1
-602,-1626,-369,1
-814,-1998,-438,1
-1030,-1998,-491,1
-915,-1867,-454,1
-669,-1369,-343,1
-536,-1149,-280,1
-482,-1082,-257,1
-452,-1055,-235,1
-439,-1016,-228,1
-368,-873,-185,1
-322,-758,-158,1
-297,-681,-137,1
-278,-609,-123,1
-266,-535,-112,1
-251,-471,-107,1
-224,-405,-90,1
-194,-346,-76,1
-168,-300,-60,1
-144,-264,-52,1
-117,-228,-38,1
-90,-194,-27,1
-70,-175,-22,1
-59,-166,-20,1
-47,-161,-18,1
-45,-164,-15,1
-52,-187,-13,1
-68,-227,-27,1
-102,-303,-52,1
-175,-469,-91,1
-304,-759,-148,1
-734,-1631,-324,1
-1998,-1998,-1056,1
-1338,-1998,-603,1
-576,-1324,-292,1
-280,-833,-215,1
-158,-593,-189,1
-153,-527,-175,1
-259,-646,-216,1
-501,-1020,-289,1
-1152,-1998,-478,1
-1998,-1998,-1034,1
-1169,-1998,-613,1
-712,-1767,-427,1
-721,-1461,-438,1
-714,-1341,-458,1
-726,-1572,-400,1
-709,-1892,-353,1
-709,-1905,-360,1
-1065,-1998,-585,1
-954,-1931,-536,1
-756,-1455,-443,1
-502,-1132,-295,1
-494,-1205,-281,1
-387,-1049,-209,1
-325,-866,-176,1
-342,-806,-203,1
-356,-784,-207,1
-362,-763,-208,1
-375,-727,-218,1
-334,-625,-188,1
-241,-481,-140,1
-194,-449,-121,1
-159,-431,-82,1
-117,-400,-49,1
-92,-356,-48,1
-75,-301,-47,1
-68,-248,-36,1
-62,-202,-27,1
-84,-205,-40,1
-107,-209,-46,1
-126,-234,-68,1
-150,-279,-86,1
-160,-318,-92,1
-191,-381,-103,1
-200,-423,-100,1
-274,-623,-130,1
-469,-1107,-185,1
-928,-1998,-393,1
-1441,-1998,-641,1
