T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
4957, 391, -998, 212, 17010, -12600, -6790
4977, 269, -910, 28, -630, 23940, -5110
4997, 56, -937, 127, -8540, 57330, 55020
5017, -11, -988, 128, -490, 55370, 75250
5037, 101, -1050, 104, -1120, 37520, 52640
5057, 246, -1034, 169, -4410, 3850, 13370
5077, 83, -1016, 167, -24150, -15120, -490
5097, -149, -1051, -129, -71050, 3850, -20160
5117, 154, -810, -5, -133420, 150500, -145600
5137, 537, -1018, -29, -73430, 153230, -223090
5157, 505, -756, 77, 24710, 94850, -225330
5177, 480, -720, 19, 38570, 93240, -189770
5197, 196, -636, 88, -6440, 71540, -37030
5217, 247, -872, -60, -22890, 152250, 110320
5237, 311, -1101, -214, -117600, 139650, 153860
5257, 403, -1282, -343, -191380, 66920, 121100
5277, 367, -1209, -268, -159390, 62790, 56070
5297, 293, -943, -171, -61600, 90790, -8470
5317, 262, -731, -76, 7560, 98210, -60200
5337, 246, -639, -58, 33320, 71470, -72870
5357, 228, -655, -69, 16170, 1260, -32270
5377, 210, -777, -69, -6510, -78120, 33040
5397, 216, -1015, -188, -26530, -148330, 80220
5417, 275, -1209, -320, -62790, -212380, 68390
5437, 385, -1211, -360, -68950, -223930, -36890
5457, 450, -1065, -177, -280, -168910, -180670
5477, 451, -940, -73, 114590, -118160, -241150
5497, 348, -906, -91, 158270, -167090, -164780
5517, 240, -959, -199, 110460, -300160, -15400
5537, 191, -996, -255, 50190, -430220, 104510
5557, 193, -1008, -267, 77840, -458150, 840
5577, 237, -966, -225, 110810, -413070, -138740
5597, 340, -940, -250, 112000, -395080, -240310
5617, 414, -923, -253, 119910, -407120, -239120
5637, 415, -959, -295, 160440, -437570, -137060
5657, 329, -866, -70, 228060, -464030, -8190
5677, 214, -985, -100, 268800, -505470, 86800
5697, 155, -1140, -312, 170590, -605710, 109550
5717, 176, -1034, -302, 129990, -579600, -30590
5737, 253, -854, -238, 153230, -518070, -209160
5757, 316, -796, -287, 159880, -507500, -289520
5777, 344, -878, -347, 169890, -513520, -252000
5797, 329, -931, -272, 242690, -492870, -170030
5817, 339, -926, -194, 313880, -458640, -125930
5837, 353, -932, -204, 304850, -465710, -102830
5857, 287, -927, -188, 262220, -501130, -55720
5877, 203, -919, -166, 225750, -536760, -6440
5897, 198, -926, -208, 166810, -559580, -19320
5917, 296, -957, -349, 81480, -559650, -97510
5937, 355, -965, -405, 42770, -519610, -174300
5957, 372, -883, -292, 116970, -428470, -201600
5977, 356, -788, -109, 241640, -322700, -187460
5997, 334, -778, -77, 282520, -287070, -127050
6017, 317, -882, -188, 204610, -341390, -29890
6037, 299, -1007, -254, 114870, -400260, 60270
6057, 281, -1043, -230, 95410, -388990, 85680
6077, 300, -951, -185, 105910, -323750, 23870
6097, 360, -886, -250, 83370, -258440, -77980
6117, 383, -894, -280, 49770, -216370, -127680
6137, 378, -835, -179, 78400, -161560, -106540
6157, 347, -757, -64, 146300, -91840, -58030
6177, 317, -821, -98, 157990, -66570, 13370
6197, 326, -1059, -246, 84420, -100870, 97860
6217, 352, -1309, -347, 3010, -126910, 143500
6237, 392, -1260, -247, -12600, -78750, 94500
6257, 470, -901, -144, 9940, 108360, -151060
6277, 433, -728, -181, -27370, 88900, -78540
6297, 328, -711, -186, -16100, 63070, 95620
6317, 252, -827, -168, 19950, 81900, 211400
6337, 231, -1008, -150, 14700, 123130, 206780
6357, 316, -1103, -194, -53760, 164010, 91840
6377, 417, -977, -255, -136150, 197120, -44660
6397, 430, -877, -267, -140980, 230440, -69790
6417, 395, -911, -219, -73710, 260820, 22890
6437, 367, -1048, -132, -28140, 278250, 123480
6457, 378, -1191, -213, -73220, 258790, 168000
6477, 369, -1123, -285, -167230, 227990, 138320
6497, 338, -936, -295, -198870, 247730, 70770
6517, 280, -780, -241, -151970, 304710, 34090
6537, 256, -718, -152, -78050, 362040, 42000
6557, 279, -839, -109, -46620, 383810, 75460
6577, 341, -1056, -186, -87920, 360640, 109270
6597, 367, -1140, -303, -173880, 315910, 108990
6617, 341, -988, -298, -209160, 308560, 67130
6637, 314, -817, -228, -164430, 353500, 18270
6657, 298, -709, -135, -97370, 395360, 18760
6677, 282, -804, -146, -64680, 390740, 82530
6697, 259, -924, -197, -88480, 341600, 165270
6717, 258, -983, -269, -135170, 305060, 181580
6737, 282, -954, -263, -157430, 310380, 117880
6757, 329, -891, -191, -126070, 354830, 27930
6777, 390, -896, -144, -81200, 386890, -14490
6797, 402, -1032, -206, -75390, 359800, 29400
6817, 356, -1151, -273, -101780, 285880, 128730
6837, 318, -1105, -236, -115570, 236320, 182210
6857, 317, -929, -173, -105420, 244370, 134610
6877, 325, -817, -194, -104090, 258580, 54880
6897, 288, -787, -196, -109970, 237090, 41090
6917, 241, -819, -185, -83440, 213150, 85610
6937, 221, -863, -146, -41580, 201670, 124950
6957, 246, -870, -73, -19180, 202790, 106680
6977, 356, -907, -166, -117810, 151830, -14910
6997, 411, -997, -301, -157990, 95830, -4550
7017, 397, -1118, -348, -86240, 91490, 45570
7037, 371, -1175, -220, 37590, 139650, 52570
7057, 390, -1106, -54, 79800, 159670, 7700
7077, 425, -1004, -174, -12180, 81970, -19530
7097, 346, -940, -257, -88760, -19950, 25060
7117, 238, -839, -206, -45430, -45220, 73500
7137, 206, -791, -170, 22400, -20160, 47530
7157, 271, -943, -163, 51590, 6160, -23170
7177, 488, -1222, -184, 49490, 18340, -97370
7197, 739, -1488, -350, 19320, -12180, -126280
7217, 463, -1232, -198, 26110, -82250, -26390
7237, 239, -857, -172, 57190, -143990, 88550
7257, 166, -632, -141, 37240, -181090, 78120
7277, 140, -537, -127, 39760, -175770, 23940
7297, 143, -530, -134, 59570, -164570, -13090
7317, 157, -562, -120, 87850, -153650, -35420
7337, 167, -622, -72, 114940, -143430, -52360
7357, 218, -771, -115, 107800, -151760, -70210
7377, 347, -1060, -245, 55090, -185150, -94640
7397, 564, -1440, -374, 14770, -204330, -130200
7417, 712, -1558, -400, 33950, -189000, -160580
7437, 492, -1160, -167, 106540, -169680, -134750
7457, 315, -888, -149, 166460, -186620, -43610
7477, 193, -730, -131, 138040, -257460, 37030
7497, 145, -646, -124, 108220, -300090, 59640
7517, 154, -654, -150, 84350, -307860, 26040
7537, 185, -696, -160, 59780, -300440, -30170
7557, 241, -777, -186, 49630, -277900, -90020
7577, 309, -913, -244, 46760, -256270, -137340
7597, 420, -1020, -235, 55020, -238070, -164010
7617, 526, -1087, -231, 83650, -208670, -178710
7637, 505, -1134, -243, 104720, -200830, -145390
7657, 336, -1039, -160, 118510, -233590, -33810
7677, 205, -890, -139, 107800, -285810, 77840
7697, 198, -760, -157, 41020, -285740, -9380
7717, 245, -728, -209, -3570, -263340, -95410
7737, 317, -802, -270, 9240, -224630, -125720
7757, 363, -858, -224, 82880, -164990, -111440
7777, 361, -930, -119, 149870, -125230, -66850
7797, 367, -1015, -130, 133000, -142310, -20160
7817, 422, -1086, -248, 52640, -184240, -4480
7837, 418, -1107, -278, 17640, -193060, 4060
7857, 344, -1007, -187, 51590, -159390, 11270
7877, 307, -900, -166, 63490, -125860, -8890
7897, 307, -835, -205, 34230, -111160, -40180
7917, 321, -789, -195, 27440, -87360, -56350
7937, 325, -786, -137, 56420, -50890, -43330
7957, 326, -877, -121, 69300, -35070, -1610
7977, 340, -1001, -193, 35350, -49210, 38640
7997, 367, -1091, -278, -12950, -58240, 38430
8017, 390, -1053, -241, -17710, -21840, -5880
8037, 394, -945, -135, 16800, 40880, -52990
8057, 384, -906, -164, 18970, 59710, -47670
8077, 347, -893, -218, -21980, 31430, 6090
8097, 298, -853, -207, -34160, 24080, 56980
8117, 254, -803, -144, -5040, 57890, 71820
8137, 260, -803, -117, 11830, 97720, 53340
8157, 313, -894, -171, -15050, 115290, 21000
8177, 388, -1041, -261, -62300, 115920, -6020
8197, 439, -1094, -265, -78120, 129220, -22540
8217, 404, -976, -152, -42280, 168280, -25410
8237, 343, -869, -137, -10220, 190260, 3500
8257, 291, -833, -181, -37100, 161350, 58730
8277, 265, -853, -218, -78890, 127890, 103110
8297, 264, -913, -206, -84350, 135100, 105070
8317, 312, -958, -187, -61110, 177030, 62230
8337, 400, -991, -211, -47670, 220080, -3920
8357, 438, -1015, -202, -54880, 238280, -46270
8377, 391, -1004, -177, -51870, 233310, -21700
8397, 307, -930, -167, -69230, 172970, 101640
8417, 277, -851, -191, -101220, 155610, 95620
