T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
161189, 477, -1998, -1379, -291130, 309960, -858130
161209, 1996, -1998, -341, -12460, 477960, -1122870
161229, 702, -1766, -341, 281960, 205170, -357630
161249, 40, -657, -95, 123900, -395850, 518700
161269, 90, -702, -452, -75600, -544600, 505400
161289, 31, -423, -189, -8190, -500010, 437710
161309, -25, -403, -144, 194950, -354690, 327880
161329, -17, -299, -104, 248640, -265860, 191240
161349, -22, -229, -68, 253680, -176190, 35420
161369, -31, -240, -82, 241010, -122430, -73850
161389, -10, -200, -30, 224000, -76160, -169330
161409, -16, -357, -45, 179480, -25200, -263900
161429, 79, -285, 36, 62090, -13580, -332990
161449, 179, -578, -53, -75390, -22260, -402360
161469, 730, -1969, -274, -184100, -40880, -417620
161489, 1996, -1998, -1977, -300580, -74900, -437780
161509, 437, -1998, -299, -130480, -115920, 37520
161529, 157, -1483, -458, 214900, -96670, 686350
161549, 116, -794, -197, 61460, -70070, 385910
161569, 114, -548, -185, 65800, 94500, 18270
161589, 60, -410, -63, 104650, 195930, -143220
161609, 78, -349, 24, 120610, 242270, -201040
161629, 171, -424, 44, 55650, 239330, -230930
161649, 442, -708, -56, -65590, 186130, -221060
161669, 1603, -1998, -1117, -194530, 87150, -143010
161689, 1502, -1998, -1580, -271950, -46270, 45360
161709, 647, -1107, -63, -133280, 56140, 40320
161729, 321, -397, 98, 153440, 378280, -263550
161749, 165, -386, -106, 86940, 232540, -98000
161769, 79, -340, -175, -67060, 12810, 158480
161789, 54, -260, -134, -87290, -15820, 238630
161809, 20, -188, -45, -30030, 53340, 213990
161829, 10, -201, -34, 44100, 123130, 179060
161849, 14, -246, -36, 48440, 136290, 132160
161869, 34, -476, -97, 10990, 149100, 75180
161889, 105, -1030, -44, -50330, 191030, -40810
161909, 1236, -1998, -1403, -168070, 245910, -260260
161929, 1996, -1998, -566, 41860, 454720, -430850
161949, 961, -1878, -259, 342720, 512330, -261660
161969, 379, -1227, -524, -173040, -130970, 173880
161989, 220, -904, -312, -159040, -200760, 287840
162009, 133, -556, -71, 11900, -37380, 179900
162029, 129, -383, -141, 22680, 16730, 79660
162049, 99, -358, -174, 14700, 19040, 57540
162069, 40, -339, -121, 84560, 58520, 55930
162089, 19, -263, -28, 145110, 118510, 11270
162109, 17, -216, 10, 133280, 155470, -58730
162129, 41, -118, 33, 73220, 150220, -95620
162149, 39, -94, 17, 16660, 120190, -85820
162169, 48, -119, -27, -19740, 66150, -27510
162189, 58, -229, -101, -15400, 24010, 37380
162209, 65, -361, -51, 26740, 25410, 74760
162229, 153, -331, 122, 56210, 78750, 47740
162249, 487, -926, -150, -21980, 88760, 13650
162269, 456, -1998, -867, -157150, -32550, 105910
162289, 664, -1998, -324, -184100, -83020, 110810
162309, 971, -1454, -427, -168630, 131180, -330470
162329, 581, -491, -323, -323750, 150010, -579390
162349, 217, -213, -148, -247730, 93940, -313670
162369, 60, -79, 12, -36330, 96670, 49770
162389, 15, -79, 0, 116550, 96390, 276640
162409, -6, -98, -17, 136080, 45150, 392070
162429, 1, -165, -75, 138950, 30660, 434560
162449, -20, -268, -19, 143220, 55020, 425110
162469, -181, -738, 154, 140700, 111930, 372400
162489, 23, -899, -153, 48860, 160860, 252490
162509, -148, -1314, -246, -211260, 193830, -43470
162529, -43, -1422, 246, -318080, 296940, -392910
162549, 1515, -1142, -59, -225120, 540260, -825230
162569, 914, -614, -532, -440090, 186340, -430710
162589, 234, -465, -309, -268870, -23450, 451150
162609, 26, -503, -174, -61390, -3220, 803950
162629, -175, -532, -5, 23170, 93870, 784770
162649, -159, -982, -215, -93100, 128450, 574490
162669, -27, -1144, -309, -216650, 224280, 194110
162689, -17, -1121, -459, -239890, 384790, -235060
162709, 11, -908, -332, -92050, 573090, -571550
162729, 349, -658, 174, 115360, 712740, -744730
162749, 896, -910, 114, 105280, 520660, -584990
162769, 498, -979, -279, -135730, 73780, -134820
162789, 175, -825, -360, -254310, -267960, 349370
162809, 61, -698, -202, -137620, -268100, 455070
162829, 63, -657, -169, -36750, -157570, 328370
162849, 81, -652, -92, -1050, -69580, 152320
162869, 144, -556, -101, -17710, 1610, -30380
162889, 197, -586, -271, -71960, 18900, -156870
162909, 244, -562, -348, -55300, 37030, -201880
162929, 242, -540, -234, 91210, 125860, -196910
162949, 232, -653, -145, 276290, 209370, -139230
162969, 248, -737, 95, 363580, 215110, -71820
162989, 343, -849, 273, 303170, 148960, -47040
163009, 935, -1890, -783, 31010, -79870, -5740
163029, 1466, -1998, -977, -233030, -334180, 95270
163049, 640, -1998, -358, -34790, -253960, 235760
163069, 728, -1977, -814, 100730, -133140, 146160
163089, 739, -1287, -487, -87710, -102620, -259070
163109, 454, -623, 47, 112070, 68810, -373380
163129, 230, -379, 32, 327110, 102760, -190330
163149, 131, -346, -23, 254310, -99680, 87430
163169, 85, -456, -68, 148190, -250740, 255430
163189, 53, -809, -104, 108010, -316050, 331380
163209, 144, -1391, -378, 85190, -332850, 309890
163229, 484, -1998, -363, 14490, -312690, 143290
163249, 1420, -1998, -441, -20370, -194250, -184800
163269, 1215, -1998, -1481, -186410, -280070, -230370
163289, 295, -1208, -65, 493640, 111790, 66850
163309, 197, -706, 344, 597170, 216720, 49140
163329, 281, -618, -78, 167370, -35980, -24220
163349, 278, -608, -290, -47320, -224910, 43400
163369, 225, -592, -154, 20930, -228760, 125300
163389, 279, -1058, -188, 128590, -191590, 172760
163409, 385, -1901, -312, 133070, -163030, 125230
163429, 468, -1998, -614, 79380, -80220, -83860
163449, 517, -736, 268, 146650, 103950, -440860
163469, 523, -505, -99, 213570, 74200, -374290
163489, 283, -571, -323, 35490, -228410, -24430
163509, 146, -480, -169, 56280, -303660, 204960
163529, 60, -464, -111, 180110, -225470, 249550
163549, 71, -481, -165, 222180, -168980, 185500
163569, 98, -453, -61, 233800, -106260, 74690
163589, 118, -425, 26, 218540, -58730, -19460
163609, 159, -508, -130, 135170, -78470, -62580
163629, 156, -479, -165, 40810, -120260, -74200
163649, 119, -320, -89, 32900, -79170, -100590
163669, 55, -173, 11, 54040, -28770, -110600
163689, 30, -146, -17, 48580, -37240, -80500
163709, 4, -115, -21, 12950, -81200, -41160
163729, 0, -109, -41, 5250, -104020, -20300
163749, -6, -103, -38, 18620, -107660, -21560
163769, -7, -84, -23, 44310, -99330, -36820
163789, -9, -64, 8, 72800, -82250, -63000
163809, -8, -98, 5, 80570, -68740, -89040
163829, -3, -241, -58, 53060, -62230, -112350
163849, 59, -282, -6, 6720, -41440, -153230
163869, 232, -140, 59, -37870, 26250, -238910
163889, 474, -106, 59, -101710, 54460, -258580
163909, 399, -876, -3, -157360, -87220, -24360
163929, 415, -1998, -1508, -173810, -351120, 452130
163949, 380, -1998, -790, -149800, -615720, 828660
163969, 81, -1166, 293, 140280, -334390, 399280
163989, 722, -1140, -617, -105490, 25270, -670670
164009, 1017, -856, -671, -228060, -4200, -649180
164029, 741, -477, -216, 164290, 86590, -146230
164049, 215, -566, 361, 367780, -7140, 456470
164069, 50, -1713, -73, 201390, -224980, 746480
164089, 600, -1998, -1717, -203840, -461510, 570010
164109, 800, -1998, -136, -213850, -191240, -152950
164129, 1064, -1609, -608, -48650, 99050, -577850
164149, 924, -1067, -366, -37870, 39970, -405930
164169, 773, -465, -810, 97020, -74410, 83860
164189, 696, -442, -1167, 160720, -96180, 398510
164209, 134, -745, -81, 194390, 212660, 496090
164229, 65, -1233, 174, 212800, 415590, 434000
164249, 755, -1405, -709, -233590, 311710, 172480
164269, 667, -1441, -821, -579460, 273840, -61880
164289, 237, -1139, -352, -340410, 458080, -22680
164309, 383, -1186, -317, -29960, 711830, -1610
164329, 457, -1507, 34, 13020, 775740, -23940
164349, 757, -1368, -233, -126560, 642880, 17010
164369, 617, -1502, -659, -428540, 422100, 35910
164389, 498, -1275, -448, -486570, 319270, 204960
164409, 356, -924, -180, -269640, 462770, 255640
164429, 245, -953, -616, -237580, 465010, 300580
164449, 138, -653, -410, -267120, 418950, 324730
164469, 130, -422, -74, -57890, 614810, 238000
164489, 111, -445, -58, 59920, 725060, 225890
164509, 42, -543, -156, -37170, 624050, 322280
164529, 52, -495, -209, -193410, 522200, 355110
164549, 72, -482, -267, -294840, 513660, 271810
164569, 121, -531, -407, -316050, 543270, 178360
164589, 128, -611, -404, -248430, 599690, 119560
164609, 196, -1018, -168, -82180, 700140, 109760
164629, 755, -1983, 145, 55370, 784000, 122780
164649, 1094, -1998, -686, -36890, 726810, 103320
164669, 815, -1873, -830, -401800, 435470, 114800
164689, 318, -877, -278, -308630, 449050, 76440
164709, 165, -566, -104, -137340, 525000, 118790
164729, 112, -445, -169, -174090, 462140, 160860
164749, 79, -428, -192, -197400, 423150, 179200
164769, 61, -356, -154, -171080, 429800, 165970
164789, 66, -284, -93, -138530, 432950, 150500
164809, 80, -368, -155, -124530, 398720, 170310
164829, 93, -491, -217, -106750, 365260, 190050
164849, 108, -645, -255, -59080, 376040, 161350
164869, 129, -890, -299, 9240, 419440, 85260
164889, 295, -1156, -269, 75740, 484820, -42210
164909, 646, -1402, -61, 111230, 507920, -151550
164929, 920, -1595, -220, 47250, 385980, -111160
164949, 656, -1571, -425, -105350, 130760, 115500
164969, 363, -1272, -393, -104230, -18410, 345590
164989, 228, -970, -208, -11340, -980, 333340
165009, 178, -781, -120, 51450, 66640, 195510
165029, 212, -704, -175, 28000, 77560, 66570
165049, 303, -681, -208, 7070, 71260, -20720
165069, 379, -785, -205, 59500, 78470, -35140
165089, 406, -1021, -139, 147210, 65450, 34440
165109, 357, -1233, -4, 194810, 18900, 120540
165129, 448, -1331, -237, 118020, -83300, 136290
165149, 571, -1264, -402, -63280, -217070, 58940
165169, 560, -1178, -399, -119770, -263270, 8610
165189, 383, -1105, -305, 3360, -241080, 79100
165209, 251, -919, -140, 176820, -206570, 166880
165229, 179, -746, -62, 258440, -174650, 130480
165249, 202, -667, -129, 205800, -193200, 28070
165269, 234, -626, -175, 108640, -243530, -60410
165289, 254, -584, -198, 72030, -280630, -92050
