T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
23866, 804, -1097, 216, -246610, -108500, 51870
23886, 470, -1012, 47, -19530, 6440, 38500
23906, 387, -797, -61, 189630, 17640, -14490
23926, 427, -691, -68, 229670, 17360, 3360
23946, 404, -591, -92, 149100, -6790, 13930
23966, 365, -610, -129, 15400, -26040, 30660
23986, 363, -550, -182, -100240, -11200, 85540
24006, 342, -398, -279, -140910, 30940, 159880
24026, 318, -383, -417, -119280, 108570, 262640
24046, 385, -925, -537, -66010, 237090, 360570
24066, 162, -881, -494, -133630, 431480, 318220
24086, 262, -1308, -762, -268590, 609630, 166810
24106, 255, -1184, -461, -275100, 717220, -21070
24126, 444, -1322, -636, -169120, 715540, -192290
24146, 503, -1095, -540, -26250, 504420, -239680
24166, 445, -853, -549, 39410, 267470, -195580
24186, 511, -1209, -491, -39900, 203070, -137130
24206, 362, -973, -353, -161630, 238210, -109270
24226, 374, -974, -340, -269710, 170940, -86310
24246, 341, -804, -270, -297010, 79520, -68670
24266, 426, -904, -294, -290990, 42280, -47880
24286, 394, -860, -231, -271250, 70140, -4690
24306, 265, -716, -178, -229320, 74060, 66360
24326, 162, -608, -69, -155330, 13230, 142730
24346, 367, -953, -475, -58240, -44380, 181160
24366, 235, -996, -406, 38360, -119070, 192780
24386, 316, -1181, -241, 86730, -165480, 139790
24406, 388, -980, -310, 143640, -193760, 52010
24426, 383, -764, -319, 215880, -231490, 17360
24446, 369, -800, -265, 125650, -9870, 48370
24466, 249, -771, -354, 56420, 130550, 78260
24486, 258, -863, -350, 12110, 199010, 72730
24506, 84, -788, -129, -29330, 206080, 19040
24526, 201, -999, -290, -43680, 92120, -32900
24546, 221, -843, -218, -10640, -63770, -103880
24566, 262, -1020, -378, 18760, -231000, -103460
24586, 337, -986, -369, 36960, -337190, -101220
24606, 463, -1040, -366, 44030, -348880, -114380
24626, 475, -911, -406, 25340, -299320, -68320
24646, 435, -902, -409, -2240, -154630, -3360
24666, 246, -885, -319, -20650, 19390, 54740
24686, 160, -561, -145, -16240, 112000, 72450
24706, 119, -659, -225, 10080, 67830, 47460
24726, 203, -1147, -290, 95410, -35000, 65100
24746, 332, -1197, -359, 142170, -113120, -15750
24766, 434, -1314, -352, 200480, -175280, -93450
24786, 244, -1024, -381, 225680, -285460, -86730
24806, 446, -1403, -385, 201810, -400330, -83930
24826, 379, -864, -269, 242060, -398720, -138180
24846, 352, -957, -281, 213010, -406350, -131250
24866, 431, -833, -297, 130130, -384300, -70770
24886, 441, -909, -266, 3920, -276920, -65240
24906, 355, -868, -283, -80500, -142310, -5600
24926, 353, -1039, -315, -157920, -15750, 41370
24946, 344, -1129, -309, -208390, 84560, 51240
24966, 227, -1002, -100, -239190, 112140, 38360
24986, 202, -992, -212, -278040, 62300, -70
25006, 143, -821, -72, -367780, -65590, -68670
25026, 199, -863, -276, -390880, -172060, -161350
25046, 135, -731, -308, -359030, -298690, -217840
25066, 28, -640, -312, -202090, -394450, -228480
25086, -51, -699, -422, -31220, -463260, -261030
25106, -3, -1033, -660, 123970, -444850, -376390
25126, 315, -1349, -531, 270970, -303590, -599760
25146, 586, -1336, -461, 416220, -98210, -861280
25166, 460, -1678, -640, 396130, -138740, -763840
