T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
3113, -264, -18, 938, -87220, 53550, -51170
3133, -473, -207, 1048, -97370, 48160, 20510
3153, -549, -262, 1124, -89670, 52850, 36820
3173, -395, -365, 959, -118650, 44380, 21980
3193, -248, -216, 787, -148890, 48580, -39760
3213, -239, -387, 769, -132020, 38640, -88200
3233, -531, -557, 1046, -50960, 2240, 4410
3253, -487, -209, 1335, 26460, -39830, 81060
3273, -335, -196, 1035, 32900, -22680, 66990
3293, -204, -251, 788, -51310, 14000, 7700
3313, -271, -279, 706, -149100, 53340, -53340
3333, -368, -335, 818, -161770, 45500, -54320
3353, -393, -439, 880, -153160, 70700, -30520
3373, -379, -623, 793, -172900, 87150, -13650
3393, -239, -956, 498, -187040, 71820, -11830
3413, -291, -773, 604, -307230, 112700, -173320
3433, -339, -863, 586, -165480, 141120, -68460
3453, -329, -936, 538, -153230, 119140, -36540
3473, -401, -993, 560, -125300, 62790, -3080
3493, -349, -917, 607, -147210, 20160, -10920
3513, -270, -944, 346, -176610, 45780, -74340
3533, -112, -722, 117, -180810, 124250, -149100
3553, -74, -579, 173, -130690, 242060, -191240
3573, -53, -542, 233, -73150, 241220, -135310
3593, -437, -804, 254, -61040, 136990, -5250
3613, 55, -293, -143, -222810, -63350, -104090
3633, 79, -335, -109, -222810, -80570, -192500
3653, 119, -487, -72, -139930, -19880, -193060
3673, 363, -1356, -460, -115780, -4900, -156800
3693, 553, -1998, -485, -57960, 30450, -137130
3713, 810, -1390, -122, 104440, 178920, -270760
3733, 427, -677, -247, -217910, 8260, -410130
3753, 297, -476, -235, -304920, -141120, -171710
3773, 215, -561, -295, -244230, -164920, 36960
3793, 153, -855, -351, -125020, -137060, 176680
3813, 4, -1243, -241, 45780, -24010, 177520
3833, 331, -1630, -227, 108290, 145740, -45990
3853, 992, -1690, -152, -19810, 274540, -409010
3873, 806, -1199, -494, -191310, 188930, -462140
3893, 335, -792, -213, -237020, 8960, -107870
3913, 98, -729, -193, -51380, 2520, 229110
3933, 45, -615, -178, 10920, 14980, 318990
3953, 47, -479, -89, -9730, 101080, 172550
3973, 92, -479, -102, -35350, 210910, -8680
3993, 192, -649, -226, -73220, 267120, -113680
4013, 381, -889, -268, -94290, 291900, -152180
4033, 721, -1250, -172, -47670, 334950, -148610
4053, 594, -1676, -379, 630, 327740, -45080
4073, 346, -1229, -264, -47250, 194460, 175980
4093, 278, -950, -351, -94430, 136780, 243530
4113, 210, -759, -257, -142380, 151060, 148400
4133, 206, -642, -143, -20300, 298200, 10080
4153, 257, -693, -170, -14070, 307370, 8470
4173, 291, -889, -191, -24430, 282940, 49000
4193, 376, -1144, -279, -43400, 260470, 71260
4213, 494, -1307, -417, -60830, 256830, 44800
4233, 380, -1104, -202, 7910, 294140, 35000
4253, 319, -836, -169, 35070, 292810, 47530
4273, 261, -719, -182, -4620, 237790, 81550
4293, 243, -813, -258, -4410, 199710, 131810
4313, 332, -1077, -349, 35000, 208180, 133420
4333, 421, -1346, -242, 110880, 261380, 84700
4353, 491, -1314, -139, 141330, 280280, 32410
4373, 464, -1041, -178, 50400, 199850, 10220
4393, 383, -1077, -354, -37310, 70910, 87500
4413, 322, -1064, -309, -6790, 15820, 167930
4433, 264, -934, -160, 100940, 61320, 146580
4453, 246, -907, -83, 147070, 85960, 82320
4473, 300, -919, -83, 93310, 45080, 24010
4493, 427, -1157, -325, -13370, -40320, -12810
4513, 493, -1404, -387, -64050, -120680, -210
4533, 512, -1527, -270, 18900, -115850, 8750
4553, 473, -1430, -112, 96810, -97650, -23310
4573, 493, -1339, -311, 41300, -161700, -68810
4593, 516, -1487, -430, -85680, -287210, -77910
4613, 593, -1801, -378, -72310, -328090, -57260
4633, 829, -1998, -259, 23240, -290500, -87570
4653, 1095, -1998, -750, 4690, -310240, -161840
4673, 707, -1798, -448, -149800, -443030, -185080
4693, 436, -1255, -199, -110250, -482370, -101080
4713, 523, -1603, -235, -8890, -475510, -25690
4733, 1061, -1998, -737, -51100, -544810, 18270
4753, 1136, -1998, -680, -156170, -642250, 33320
4773, 686, -1803, -317, -136220, -652750, 24850
4793, 692, -1974, -618, 21980, -611520, 102830
4813, 954, -1998, -876, 26250, -717780, 234570
4833, 912, -1998, -500, 319130, -642390, 201670
4853, 744, -1775, -558, 358750, -654500, 140700
4873, 655, -1834, -776, 397810, -750330, 259350
4893, 590, -1998, -660, 600740, -678930, 274960
4913, 590, -1998, -519, 709450, -560700, 97510
4933, 785, -1857, -772, 600250, -541730, -143920
4953, 552, -1474, -619, 580580, -526260, -206150
4973, 339, -1222, -373, 690830, -444920, -190470
4993, 200, -1045, -161, 662900, -402010, -265230
5013, 214, -975, -271, 460390, -437010, -387730
5033, 309, -997, -410, 224490, -474320, -498680
5053, 343, -852, -322, 148120, -421330, -553070
5073, 291, -679, -189, 172340, -348250, -524300
5093, 210, -501, -56, 162540, -330120, -433510
5113, 142, -373, -21, 84070, -351820, -332640
5133, 101, -339, -63, -44450, -391300, -238630
5153, 81, -295, -88, -162820, -408170, -168560
5173, 91, -261, -101, -237020, -382410, -133140
5193, 103, -255, -100, -261450, -330190, -105280
5213, 111, -287, -89, -240940, -273000, -62860
5233, 129, -365, -73, -201810, -222880, -11130
5253, 171, -495, -56, -179760, -177310, 31430
5273, 305, -771, -176, -202860, -135590, 51310
5293, 531, -1146, -353, -264250, -107660, 60410
5313, 615, -1389, -226, -269780, -57610, 89180
5333, 489, -1283, -145, -204120, 15330, 163030
5353, 373, -1086, -168, -247870, 7700, 242970
5373, 473, -1287, -405, -370720, -37520, 273350
5393, 884, -1998, -577, -446530, -35280, 260400
5413, 1339, -1998, -321, -387660, 67830, 228200
5433, 1082, -1998, -643, -317940, 158620, 241080
5453, 1389, -1998, -1104, -556990, 20440, 248570
5473, 1828, -1998, -505, -651140, -26880, 248430
5493, 1995, -1998, -1379, -478590, 154070, 165830
5513, 1969, -1998, -1096, -677390, 62930, 88130
5533, 1995, -1998, -1093, -712600, 30590, 22610
5553, 1995, -1998, -1424, -798140, 91980, -155120
5573, 1995, -1998, -1016, -620340, 219870, -138460
5593, 1923, -1998, -1335, -669200, 204680, -188510
5613, 1647, -1998, -815, -564970, 332080, -315630
5633, 1506, -1998, -1181, -466060, 375340, -285810
5653, 1342, -1998, -885, -392700, 428330, -321720
5673, 1144, -1998, -668, -214480, 542640, -347270
5693, 1017, -1998, -936, -172900, 511210, -266910
5713, 958, -1998, -770, -71400, 543410, -221760
5733, 808, -1998, -487, 86450, 626430, -218260
5753, 735, -1779, -577, 83860, 570920, -152530
5773, 627, -1579, -652, 55300, 502740, -52360
5793, 605, -1705, -552, 154700, 535570, 57540
5813, 619, -1795, -430, 237090, 588980, 119770
5833, 542, -1399, -431, 183960, 561120, 137970
5853, 422, -915, -343, 103320, 499170, 159460
5873, 270, -581, -262, 100170, 457450, 250740
5893, 191, -555, -265, 118930, 414400, 391790
5913, 243, -947, -308, 125020, 386400, 503510
5933, 536, -1998, -334, 114590, 397530, 525140
5953, 795, -1813, -445, 19950, 404460, 414890
5973, 453, -656, -102, -140490, 366240, 232960
5993, 228, -480, -160, -177730, 275100, 332010
6013, 209, -870, -256, -204960, 125440, 585830
6033, 418, -1998, -503, -189840, 59430, 729540
6053, 1042, -1998, -644, -202160, 79940, 638400
6073, 908, -1115, 20, -262080, 232540, 153930
6093, 741, -1620, -540, -335580, 230440, -9940
6113, 883, -1998, -924, -498820, -112350, 432180
6133, 712, -1998, -142, -385840, -173110, 666680
6153, 1262, -1998, -406, -271180, 21910, 342720
6173, 1551, -1998, -932, -483140, 63700, -45850
6193, 977, -1998, -470, -605850, -103740, 171990
6213, 1411, -1998, -839, -365050, -49770, 430430
6233, 1857, -1998, -932, -468020, -16240, 172270
