T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
13427, 560, 106, 658, -109130, 96810, -135940
13447, 809, 100, 856, -161000, 118720, -140210
13467, 1156, 188, 1061, -185780, 101780, -147280
13487, 1003, -26, 1021, -187670, 104510, -145600
13507, 743, -306, 1214, -167720, 123270, -185850
13527, 271, -873, 1153, -62440, -4200, -278110
13547, 128, -831, 1491, 64610, -69930, -286580
13567, -478, -1085, 1810, 134610, -63280, -260330
13587, -919, -1564, 1608, 46690, 57890, -212520
13607, -1090, -1476, 1919, 51870, 71960, -151900
13627, -1044, -1268, 1714, 110110, 27720, -96530
13647, -565, -738, 1641, 159880, 17220, -66360
13667, -125, -247, 1382, 191450, -17220, -40810
13687, -11, 7, 1145, 213150, -21280, -22820
13707, 83, 256, 863, 207900, -17010, -7910
13727, 569, 314, 855, 226100, -64120, 14140
13747, 320, 823, 1086, 169400, -55790, 76650
13767, 135, 244, 481, 28420, 88970, 143710
13787, 175, 336, 996, 57610, 11620, 78190
13807, 269, 411, 887, 90300, -5670, -50890
13827, 243, 280, 836, 47040, -28420, -64610
13847, 383, 214, 977, 46620, -84420, -60200
13867, 121, 80, 1044, 55790, -89950, -36750
13887, -53, 364, 1376, 55860, -4690, -31780
13907, 177, 419, 1484, 70560, 38290, -42350
13927, 318, 352, 1735, 76230, -5670, -64330
13947, 287, 329, 1998, 81690, -57890, -91280
13967, 136, 310, 1998, 95970, -93170, -126280
13987, 147, 78, 1998, 127050, -103320, -148820
14007, -15, -44, 1998, 168770, -91980, -154980
14027, -126, -22, 1971, 214410, -70000, -149590
14047, -88, 27, 1701, 256410, -61810, -137270
14067, -109, 3, 1455, 288680, -82110, -133350
14087, -88, 6, 1221, 299810, -102620, -138390
14107, -102, -92, 922, 292530, -97370, -135240
14127, -194, 125, 571, 299320, -81690, -117950
14147, -327, 133, 591, 345590, -73990, -94010
14167, -475, 225, 668, 323610, -53620, -99400
14187, -261, 142, 531, 253330, -37380, -102550
14207, -48, 192, 517, 234640, -54460, -88130
14227, 118, 362, 393, 198940, -25130, -76440
14247, 78, 163, 46, 207760, 2170, -68810
14267, -282, 164, -103, 206080, -14420, -84140
14287, -511, 139, -95, 182770, -19530, -90160
14307, -563, 96, -23, 155750, -12670, -79310
14327, -618, 88, 47, 137690, -1960, -57960
14347, -592, 96, 56, 128100, 11760, -35490
14367, -538, 119, 43, 122220, 37450, -18200
14387, -403, 135, -36, 112910, 64890, -6580
14407, -356, 176, -122, 102130, 81340, 9170
14427, -393, 175, -227, 96670, 80920, 19250
14447, -370, 86, -251, 86240, 84140, 27440
14467, -466, -47, -242, 68180, 89250, 37310
14487, -393, -195, -219, 47320, 100660, 52500
14507, -258, -96, -223, 33600, 115710, 78680
14527, -82, -118, -192, 19250, 138320, 101010
14547, 175, -212, -141, 1120, 153230, 121030
14567, 390, -225, -56, -15260, 171080, 143990
14587, 573, -193, 121, -34510, 195440, 167930
14607, 756, -200, 167, -49910, 210210, 186060
14627, 993, -353, 127, -51100, 208600, 194670
14647, 1190, -326, 527, -62300, 217560, 210980
14667, 1250, -233, 1033, -94710, 245560, 239820
14687, 1443, -15, 868, -79310, 226240, 248290
14707, 1713, -162, 498, -6230, 189140, 251930
14727, 1993, -341, 452, 39760, 188580, 263130
14747, 1803, -222, 845, 41230, 180250, 261520
14767, 1928, -306, 973, 28420, 156660, 241920
14787, 1995, -376, 861, 47670, 144550, 243390
14807, 1995, -519, 693, 103810, 122920, 259280
14827, 1995, -517, 646, 150290, 107240, 253960
14847, 1995, -638, 508, 172200, 104440, 240100
14867, 1995, -504, 645, 183400, 119420, 233380
14887, 1995, -648, 691, 190820, 127960, 217490
14907, 1994, -915, 798, 231420, 63420, 178570
14927, 1823, -1068, 945, 256970, 46270, 136290
14947, 1875, -1237, 884, 312970, 68250, 119350
14967, 1690, -1111, 594, 408170, 6790, 87010
14987, 1879, -938, 579, 403270, 46970, 64470
15007, 1895, -958, 586, 402010, 49140, 64330
15027, 1769, -1039, 582, 422870, 24080, 37450
15047, 1725, -1108, 380, 440300, 6790, 2450
15067, 1651, -1065, 409, 436660, 2310, -21700
15087, 1743, -902, 405, 399140, 15260, -33880
15107, 1807, -766, 508, 359170, 27020, -40320
15127, 1782, -609, 631, 328090, 21420, -61390
15147, 1887, -519, 623, 301140, 24640, -80850
15167, 1995, -498, 580, 278530, 38640, -86730
15187, 1995, -393, 683, 248850, 55230, -94780
15207, 1995, -317, 682, 229250, 67620, -114520
15227, 1995, -340, 538, 239400, 60480, -143150
15247, 1973, -437, 136, 262920, 28420, -173880
15267, 1995, -559, -317, 286020, 8820, -213220
15287, 1913, -373, -514, 271670, 22190, -278320
15307, 1577, -470, -624, 233310, 31850, -349300
15327, 1304, -470, -751, 204330, -14630, -363090
15347, 1211, -537, -737, 161630, 3920, -342580
15367, 1104, -460, -525, 99680, 27720, -318220
15387, 770, -552, -310, 65170, 17010, -306810
15407, 343, -679, -211, 59570, -21560, -300300
15427, 1, -682, -180, 64750, -60620, -293230
15447, -333, -592, -261, 67550, -100590, -269920
15467, -516, -547, -323, 68040, -134330, -240030
15487, -469, -523, -306, 67690, -180320, -209580
15507, -409, -575, -142, 43050, -201390, -174650
15527, -415, -661, 42, -4130, -191800, -145320
15547, -670, -751, 358, -47460, -179270, -127120
15567, -1187, -700, 651, -76580, -182560, -113680
15587, -1409, -611, 558, -103530, -186270, -105210
15607, -1279, -534, 493, -98420, -202300, -64890
15627, -1192, -393, 748, -76580, -223720, 19390
15647, -1109, -191, 984, -98630, -198030, 145040
15667, -822, -77, 949, -127120, -133000, 185360
15687, -711, -113, 1070, -113960, -134960, 213010
15707, -585, -143, 1343, -129150, -127750, 231280
15727, -410, -150, 1591, -140560, -102970, 255500
15747, 22, -67, 1907, -147490, -68110, 286020
15767, 479, -8, 1998, -143010, -42910, 307300
15787, 722, 170, 1998, -142030, -10850, 305970
15807, 869, -115, 1998, -156590, 40250, 304220
15827, 1189, -411, 1998, -99680, 49210, 304990
15847, 1484, -343, 1998, 25060, 31990, 286860
15867, 1995, 0, 1998, 136570, 106190, 296590
15887, 1995, 423, 1998, 213430, 202930, 327460
15907, 1995, 341, 1998, 297500, 277060, 297010
15927, 1995, -116, 1384, 413280, 283010, 219450
15947, 1995, -327, 746, 491260, 302330, 162680
15967, 1995, -473, 523, 485450, 362250, 145460
15987, 1995, -838, 127, 466200, 396340, 143780
16007, 1850, -1009, -61, 458430, 405720, 145670
16027, 1503, -1123, -71, 448840, 413980, 153930
16047, 1468, -1328, -92, 458010, 421120, 179550
16067, 1721, -1554, -279, 479500, 400260, 211540
16087, 1869, -1722, -603, 542500, 350000, 250040
16107, 1536, -1584, -747, 550340, 283920, 238840
16127, 1256, -1525, -657, 481040, 235760, 182980
16147, 1194, -1396, -809, 397530, 163520, 165410
16167, 1293, -1234, -1132, 353290, 81410, 178500
16187, 1610, -887, -1272, 282380, 77280, 185220
16207, 1962, -707, -1327, 162680, 103740, 177800
16227, 1903, -307, -1100, 74270, 110180, 179340
16247, 1837, 2, -768, 33040, 113190, 175700
16267, 1995, 166, -474, -33530, 127960, 152040
16287, 1995, 340, -224, -98910, 131040, 146230
16307, 1995, 378, -280, -117390, 91560, 148750
16327, 1958, 495, -508, -81760, 22890, 134330
16347, 1858, 457, -584, -30240, -23870, 125510
16367, 1893, 429, -786, 59640, -99260, 130340
16387, 1777, 314, -912, 91980, -136220, 117180
16407, 1658, 187, -1051, 98000, -152390, 103320
16427, 1530, 94, -1120, 87220, -156030, 91350
16447, 1507, -6, -1094, 58030, -175560, 78120
16467, 1301, -96, -978, 19390, -199010, 56840
16487, 1135, -101, -768, -9940, -218260, 34370
16507, 1162, -96, -623, -35770, -239050, 25970
16527, 1275, -86, -652, -40180, -256970, 28490
16547, 1312, -124, -565, -36050, -276080, 28630
16567, 1083, -59, -365, -49770, -261590, 23520
16587, 864, 50, -259, -57540, -226590, 10500
16607, 558, 91, -278, -42000, -197750, 3780
16627, 446, 0, -284, -24150, -185150, -140
16647, 430, -57, -285, -9100, -192640, 6440
16667, 419, -78, -354, 1540, -190820, 16730
16687, 329, -102, -441, 3150, -172900, 19390
16707, 344, -237, -580, 10850, -165480, 32340
16727, 414, -357, -770, 28630, -187880, 56770
16747, 439, -347, -854, 42280, -221480, 77420
16767, 358, -504, -926, 33740, -240870, 82460
16787, 417, -559, -886, 6580, -236600, 89040
16807, 483, -531, -718, -32270, -218400, 101570
16827, 422, -502, -623, -65030, -202790, 109690
