T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
6485, -18, 19, 1026, 3640, -8330, 4200
6505, 4, -1, 1024, -560, -6370, 18130
6525, -12, 8, 995, 350, -2590, 25270
6545, -2, 55, 967, 2870, -4830, 25900
6565, 10, -60, 998, 630, 6510, 26390
6585, 0, 9, 996, 1820, 21140, 32970
6605, 35, -19, 1015, 9660, 6230, 14350
6625, 12, -62, 1133, 23800, -21280, 19810
6645, -13, 16, 1048, 11830, -10430, 8820
6665, 10, -21, 1048, -2240, 8540, -11410
6685, -13, 39, 976, 420, -70, -21280
6705, -7, 45, 961, 8400, -15470, -20440
6725, 37, 6, 958, 3850, 3430, 6160
6745, -12, -26, 1135, -2590, 20020, 32480
6765, -17, -8, 1079, -5390, 18410, 27300
6785, -11, 10, 1009, 8260, -6580, -630
6805, 16, 8, 938, 15190, -12040, -12670
6825, -2, 4, 1005, 7490, -6860, -14490
6845, 14, -12, 931, 2310, -560, -7140
6865, -17, 27, 1066, -5320, 8680, -14070
6885, -2, -42, 1050, -16800, 9100, -11760
6905, 0, -13, 1028, -19040, -7840, -10850
6925, -13, 21, 985, -7420, -12810, -9870
6945, -1, 3, 988, -12320, -10500, -6300
6965, -2, -30, 967, -34720, -1890, 2380
6985, 18, -33, 1055, -56630, 1190, 4130
7005, 2, -57, 1008, -20790, -15050, -140
7025, 15, -47, 1026, 1820, -10850, -140
7045, 13, -65, 1032, 2590, -4620, -280
7065, -114, -185, 1172, 4480, -10430, -4690
7085, 192, 118, 958, 11620, -31500, -14070
7105, -134, -88, 1111, 10290, -26740, -21560
7125, 40, 41, 971, -19810, 52640, 25410
7145, 88, -47, 941, 3290, -6650, 22330
7165, 48, -27, 1089, -1610, 6930, 10990
7185, 6, -48, 1026, -560, 4200, 490
7205, 1, -53, 1019, 2170, -1820, -210
7225, 10, -43, 1021, 1960, -1400, -70
7245, 0, -53, 1019, 1960, -1470, 0
7265, -7, -51, 1031, 2030, -1540, -70
7285, -4, -54, 1025, 2100, -1470, -70
7305, 6, -46, 1033, 2240, -1400, 0
7325, -1, -52, 1024, 2030, -1400, 0
7345, 7, -48, 1023, 1890, -1400, 0
7365, 5, -51, 1016, 1890, -1470, 0
7385, 4, -49, 1018, 1890, -1470, -70
7405, 2, -52, 1013, 1820, -1400, 0
7425, 4, -50, 1021, 1890, -1470, 0
7445, 6, -52, 1017, 1890, -1470, -70
7465, 5, -51, 1016, 1820, -1400, 0
7485, 5, -51, 1017, 1890, -1400, -70
7505, 7, -50, 1017, 1890, -1400, 0
7525, 6, -50, 1016, 1820, -1330, 0
7545, 5, -50, 1019, 1820, -1400, 0
7565, 4, -50, 1015, 1820, -1400, 0
7585, 3, -49, 1016, 1820, -1400, 0
7605, 6, -50, 1017, 1820, -1400, 0
7625, 5, -50, 1016, 1820, -1400, -70
7645, 6, -48, 1019, 1820, -1400, 0
7665, 3, -50, 1017, 1820, -1330, 0
7685, 5, -52, 1016, 1820, -1330, 0
7705, 4, -50, 1016, 1820, -1330, 0
7725, 6, -49, 1017, 1820, -1400, 0
7745, 5, -49, 1017, 1820, -1400, 0
7765, 4, -52, 1017, 1820, -1330, 0
7785, 4, -51, 1018, 1820, -1330, 0
7805, 4, -50, 1015, 1820, -1330, 0
7825, 6, -50, 1018, 1820, -1330, 0
7845, 18, -63, 971, 1820, -1330, 0
7865, 11, -59, 1075, 1820, -1470, 70
7885, -3, -48, 988, 1750, -1190, 0
7905, 0, -42, 1023, 1820, -1470, 0
7925, 3, -55, 1019, 1820, -1400, -70
7945, 14, -51, 1031, 1750, -1330, 70
7965, 4, -52, 1022, 1820, -1330, 0
7985, 1, -48, 1024, 1820, -1330, 0
8005, 1, -45, 993, 1820, -1330, 0
8025, 7, -54, 1029, 1820, -1400, 0
8045, 8, -52, 1012, 1820, -1330, 0
8065, 3, -48, 1026, 1820, -1330, 0
8085, 3, -52, 1016, 1820, -1400, 70
8105, 7, -51, 1010, 1820, -1330, 0
8125, 7, -53, 1022, 1820, -1330, 0
8145, 6, -46, 1012, 1820, -1330, 0
8165, 6, -49, 1028, 1820, -1400, 0
8185, 3, -54, 1013, 1820, -1330, 0
8205, 6, -48, 1013, 1750, -1330, 0
8225, 7, -50, 1017, 1820, -1400, 0
8245, 6, -52, 1022, 1820, -1330, 0
8265, 3, -50, 1014, 1820, -1330, 0
8285, 4, -51, 1018, 1820, -1330, 70
8305, 7, -52, 1011, 1820, -1330, 70
8325, 4, -47, 1021, 1820, -1330, 0
8345, 8, -48, 1013, 1820, -1330, 0
8365, 5, -53, 1021, 1820, -1330, 70
8385, 3, -52, 1016, 1820, -1260, 70
8405, 4, -46, 1014, 1820, -1260, 0
8425, 5, -47, 1015, 1820, -1330, 0
8445, 6, -48, 1016, 1750, -1330, 0
8465, 5, -53, 1016, 1820, -1330, 70
8485, 5, -51, 1016, 1820, -1330, 0
8505, 1, -48, 1013, 1820, -1330, 0
8525, 6, -49, 1018, 1750, -1330, 0
8545, 8, -50, 1018, 1750, -1330, 70
8565, 5, -50, 1017, 1820, -1330, 70
8585, 2, -49, 1014, 1750, -1330, 0
8605, 3, -47, 1016, 1750, -1330, 70
8625, 5, -50, 1019, 1750, -1330, 70
8645, 7, -43, 1000, 1750, -1260, 70
8665, 6, -49, 1050, 1750, -1260, 70
8685, 0, -65, 999, 1680, -1050, 70
8705, 6, -51, 1026, 1750, -1330, 70
8725, 8, -40, 1006, 1890, -1470, 0
8745, 9, -43, 1016, 1890, -1470, -70
8765, 0, -54, 1018, 1680, -1190, 70
8785, 1, -53, 1022, 1680, -1190, 0
8805, 6, -50, 1010, 1820, -1330, 0
8825, 8, -47, 1018, 1820, -1330, 0
8845, 6, -47, 1013, 1750, -1260, 0
8865, 5, -55, 1021, 1750, -1260, 0
8885, 4, -51, 1018, 1750, -1260, 70
8905, 6, -45, 1009, 1820, -1260, 0
8925, 6, -47, 1018, 1750, -1260, 0
8945, 5, -51, 1020, 1680, -1190, 70
8965, 4, -51, 1020, 1680, -1190, 0
8985, 5, -50, 1014, 1750, -1260, 0
9005, 5, -48, 1014, 1750, -1260, 0
9025, 3, -47, 1017, 1680, -1260, 0
9045, 8, -50, 1018, 1750, -1260, 0
9065, 6, -51, 1016, 1750, -1190, 70
9085, 2, -51, 1018, 1680, -1190, 0
9105, 5, -50, 1016, 1680, -1190, 70
9125, 3, -52, 1017, 1750, -1260, 0
9145, 5, -48, 1016, 1750, -1260, 70
9165, 4, -47, 1014, 1750, -1260, 0
9185, 3, -49, 1016, 1680, -1260, 0
9205, 2, -54, 1016, 1680, -1190, 70
9225, 5, -53, 1020, 1680, -1190, 70
9245, 7, -49, 1018, 1680, -1260, 0
9265, 5, -48, 1017, 1750, -1260, 0
9285, 3, -51, 1016, 1750, -1260, 0
9305, 4, -50, 1017, 1680, -1260, 70
9325, 4, -47, 1020, 1680, -1190, 70
9345, 4, -48, 1016, 1680, -1190, 70
9365, 2, -51, 1023, 1750, -1260, 0
9385, 2, -55, 997, 1750, -1260, 0
9405, 4, -49, 1030, 1820, -1330, 70
9425, 9, -46, 1017, 1750, -1330, 0
9445, 10, -46, 1010, 1750, -1330, 70
9465, 0, -54, 1014, 1610, -1190, 70
9485, 3, -53, 1018, 1680, -1190, 70
9505, 4, -52, 1016, 1750, -1190, 70
9525, 5, -48, 1016, 1750, -1260, 0
9545, 5, -48, 1015, 1750, -1190, 0
9565, 5, -49, 1019, 1680, -1190, 70
9585, 4, -51, 1018, 1680, -1190, 70
9605, 4, -49, 1016, 1680, -1190, 70
9625, 4, -50, 1019, 1680, -1190, 0
