T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
8364, -1452, -1734, -877, -73010, -210140, 418600
8384, -467, -1062, 135, -77490, -147490, 428050
8404, -462, -1076, 314, 107170, -111930, -52150
8424, -439, -1030, 73, 49070, -138670, -44240
8444, -226, -773, 122, -15960, -157780, 38290
8464, -349, -869, 0, -90300, -130970, 52500
8484, -423, -1000, -91, -221690, -61180, 111720
8504, -449, -883, -117, -211050, -25480, 86660
8524, -359, -811, -67, -71470, -41720, -46690
8544, -369, -800, -71, 3990, -189700, -57540
8564, -461, -859, -113, -39760, -281190, -6860
8584, -531, -911, -162, -141960, -316890, 33180
8604, -523, -904, -174, -185640, -388430, 35840
8624, -508, -877, -172, -179690, -467320, -21070
8644, -571, -874, -211, -207690, -506590, -73990
8664, -509, -777, -196, -233240, -550060, -106050
8684, -513, -767, -224, -228060, -616700, -151060
8704, -546, -756, -245, -240030, -680680, -165060
8724, -552, -718, -235, -258580, -805140, -110740
8744, -601, -790, -268, -336350, -787990, -138810
8764, -642, -864, -302, -379260, -783930, -172270
8784, -673, -897, -312, -385980, -812000, -192010
8804, -713, -904, -348, -403200, -837760, -206920
8824, -680, -801, -349, -397880, -877730, -225820
8844, -594, -654, -322, -372960, -927710, -241220
8864, -573, -595, -315, -381640, -955920, -221060
8884, -602, -630, -331, -414960, -960750, -176680
8904, -659, -722, -355, -440090, -955220, -149240
8924, -677, -755, -366, -439740, -949550, -156170
8944, -614, -697, -327, -427420, -936530, -193690
8964, -605, -744, -334, -452620, -886970, -241010
8984, -670, -886, -381, -484680, -843500, -248570
9004, -676, -921, -382, -460040, -847490, -229810
9024, -603, -851, -343, -398510, -867790, -225750
9044, -520, -787, -310, -360990, -866740, -216510
9064, -520, -810, -308, -371000, -832790, -168630
9084, -552, -871, -311, -387380, -792470, -88270
9104, -539, -880, -291, -366660, -762160, -33180
9124, -510, -878, -276, -337190, -714000, -35560
9144, -477, -883, -269, -327880, -635810, -75460
9164, -459, -939, -264, -305270, -567700, -112140
9184, -470, -1023, -266, -253190, -529900, -116900
9204, -460, -1056, -246, -189910, -509250, -90230
9224, -429, -1019, -222, -143290, -473900, -58310
9244, -397, -949, -209, -129220, -407960, -31710
9264, -365, -880, -191, -126420, -329420, -11340
9284, -356, -868, -186, -112000, -251930, -8330
9304, -363, -900, -189, -85330, -178710, -19110
9324, -346, -907, -181, -47810, -112280, -34720
9344, -344, -916, -185, -11270, -44730, -48510
9364, -356, -929, -192, 9870, 28700, -40600
9384, -374, -941, -192, 37240, 90790, -10570
9404, -410, -975, -184, 72660, 142450, 25060
9424, -458, -1008, -226, 76650, 253260, 64120
9444, -435, -936, -221, 102340, 320320, 22750
9464, -385, -836, -203, 148540, 376600, -16520
9484, -352, -775, -190, 185710, 421470, -10080
9504, -412, -848, -210, 195440, 467740, 33250
9524, -548, -1037, -275, 172760, 530740, 66710
9544, -598, -1088, -301, 168210, 593880, 50120
9564, -516, -915, -279, 216580, 624120, 7210
9584, -411, -690, -223, 306810, 608860, -3360
9604, -394, -606, -210, 372820, 587510, 35490
9624, -455, -648, -235, 372960, 607320, 76580
9644, -534, -755, -268, 351260, 655130, 76090
9664, -575, -862, -300, 356860, 692930, 33740
9684, -514, -870, -263, 418460, 684600, -5460
9704, -484, -872, -231, 473480, 649740, 25900
9724, -604, -1007, -277, 418670, 652540, 132650
9744, -680, -1108, -319, 302470, 695100, 210630
9764, -570, -948, -261, 272090, 695800, 206080
9784, -470, -761, -207, 333620, 626290, 193760
9804, -466, -726, -202, 365470, 561960, 216860
9824, -523, -805, -219, 335930, 550270, 229740
9844, -607, -978, -248, 282520, 576450, 194320
