T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
2012, 136, 331, 1030, -23380, -45290, -12040
2032, 404, 170, 1159, -40460, -106750, -34090
2052, 606, -71, 1352, -47460, -103110, -60060
2072, 507, -157, 1329, -86380, -63560, -64260
2092, 451, -131, 1040, -113400, -56070, -6580
2112, 272, -57, 1049, -126350, -102480, 42980
2132, 223, -57, 860, -70630, -129080, 62160
2152, 381, 104, 1136, -75040, -87220, -18690
2172, 468, -8, 1109, -108150, -74690, -53270
2192, 525, -66, 1097, -134820, -117530, -25620
2212, 534, -157, 886, -154630, -138180, -25620
2232, 438, -178, 674, -138880, -184590, -10990
2252, 560, -215, 673, -122640, -176680, 9800
2272, 685, -333, 678, -105840, -147490, -8540
2292, 754, -521, 394, -110250, -68460, -55720
2312, 869, -320, 872, -76930, 20930, -100660
2332, 718, -114, 1061, -39620, 74970, -94710
2352, 627, -244, 633, -82530, -1260, -28280
2372, 800, -561, 454, -116690, -99400, 8680
2392, 841, -524, 485, -113890, -57960, -6300
2412, 650, -592, 407, -113890, 29890, -32480
2432, 671, -338, 945, -102830, 76930, -16240
2452, 596, -372, 766, -79730, 91630, -10500
2472, 706, -439, 666, -84560, 35700, -11970
2492, 820, -860, 504, -87150, 7140, -32620
2512, 540, -783, 296, -94990, 9870, 5110
2532, 500, -635, 622, -94850, 35070, 31290
2552, 557, -533, 799, -82180, 26880, 27090
2572, 926, -680, 853, -52080, 40740, -20930
2592, 820, -602, 805, -43820, 55860, -59920
2612, 572, -962, 285, -73850, 14840, -30730
2632, 467, -1082, 352, -84840, -60200, 70140
2652, 687, -780, 732, -61460, -45570, 82810
2672, 829, -714, 978, -9170, 119490, -29680
2692, 619, -682, 720, -45360, 73220, 7840
2712, 410, -711, 466, -75390, -51310, 76370
2732, 323, -699, 361, -49980, -127540, 94220
2752, 236, -827, 238, 3430, -111580, 80080
2772, 483, -635, 667, -26040, 138250, -7630
2792, 530, -693, 623, -56630, 250950, -41790
2812, 431, -877, 493, -45430, 126210, -25200
2832, 318, -813, 413, 3010, -77070, 3360
2852, 112, -738, -105, 43960, -181440, -1470
2872, 346, -665, 343, 6020, -28420, -34090
2892, 406, -575, 582, 30730, 222810, -79100
2912, 331, -580, 448, 18900, 231980, -69580
2932, 371, -683, 355, -17920, 96880, -37450
2952, 393, -741, 503, 3990, -35770, -15820
2972, 115, -739, 74, 30660, -95130, -4200
2992, 343, -806, 370, 1120, -63630, -1190
3012, 393, -633, 453, -9800, 85050, -42490
3032, 360, -529, 520, 3640, 80640, -34650
3052, 359, -458, 554, -490, 13370, -3990
3072, 377, -523, 516, -16800, -49770, -350
3092, 222, -846, 118, -29120, -103460, 26110
3112, 377, -875, 280, -19880, -98420, 34160
3132, 567, -826, 504, -700, 18550, -13650
3152, 512, -689, 551, -210, 28630, -26460
3172, 524, -598, 658, 2730, -30940, -1750
3192, 514, -618, 432, -1890, -83930, 13090
3212, 611, -1074, 401, -28770, -93590, 10780
3232, 575, -978, 544, -24780, -32060, 10290
