T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
105692, 81, 219, 756, -61250, 30310, -46270
105712, 221, 303, 1106, -44170, 47670, -69090
105732, 126, 453, 1203, -43470, 50330, -69300
105752, 91, 606, 1252, -88200, -34020, -27790
105772, 175, 433, 792, -140350, -169820, -3150
105792, 555, 211, 780, -155960, -275870, -5670
105812, 836, -88, 983, -126770, -260750, -19390
105832, 757, 460, 1269, -50610, -166250, -33110
105852, 679, 294, 1004, -23660, -150010, -39830
105872, 701, 147, 684, -28560, -212870, -1960
105892, 992, 120, 808, 27020, -230650, -37800
105912, 1157, 165, 632, -25060, -115220, -47320
105932, 1327, 92, 674, -10290, -67200, -22190
105952, 866, -383, 408, 8260, -104020, 54250
105972, 700, -414, 623, 9730, -118790, 139930
105992, 930, -194, 843, 83930, -105490, 69930
106012, 1015, -565, 426, -7560, -29610, -48230
106032, 944, -39, 659, -75950, 17710, -79730
106052, 790, -399, 473, -46620, 56560, -70700
106072, 1011, 192, 895, -46620, -36540, 15470
106092, 763, -439, 437, 7980, -126000, 31360
106112, 957, -476, 276, -56000, -87080, 51170
106132, 686, -665, 312, -121450, 27440, -63210
106152, 524, -454, 655, -99960, 129360, -48370
106172, 673, -196, 591, -62790, 179480, -41440
106192, 766, -22, 751, -68460, 91770, -17150
106212, 865, -292, 165, -79380, 24640, -3220
106232, 1087, 58, 906, -70350, 2590, -27440
106252, 599, -653, 186, -31150, 103880, -106540
106272, 344, -435, 851, -78470, 131250, -25410
106292, 404, -29, 1043, 10920, 43540, 38640
106312, 657, -348, 443, -80850, 31500, 10920
106332, 1026, -660, 193, -67970, 48300, -51380
106352, 755, -767, 522, -51730, 63490, -54880
106372, 248, -977, 544, 14350, 24570, 27650
106392, -18, -627, 354, -27720, -7140, 56840
106412, 153, -245, 613, -1820, -13370, 4480
106432, 453, -327, 343, 8190, -2030, -81060
106452, 724, 116, 831, -2310, 56140, -114730
106472, 307, -433, 293, -12320, 75530, -39200
106492, 12, -478, 220, -37730, -13790, 59850
106512, 90, -421, 482, -4480, -79870, 90720
106532, 212, -641, 265, 24710, -101290, 59290
106552, 205, -471, 214, 700, -24360, -23940
106572, 141, -1032, -531, 71120, 103390, -48160
106592, 34, -394, 299, 326480, 363090, -112770
106612, 72, -164, 379, 393260, 384020, -172270
106632, 37, -141, 155, 82530, 55300, -79590
106652, -23, -232, -87, -213150, -288050, 77560
106672, -44, -345, -225, -315770, -509670, 213290
106692, -41, -428, -240, -241360, -601580, 279370
106712, -34, -480, -221, -74830, -593180, 264950
106732, -33, -450, -170, 83370, -531230, 171640
106752, -51, -538, -64, 168910, -447300, 16660
106772, 185, -823, -167, 172760, -390530, -153440
106792, 1058, -1755, -633, 125720, -398230, -305480
106812, 1105, -1998, -1423, 98350, -522830, -255850
106832, 935, -1998, -311, 282030, -612780, 51870
