T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
3812, -547, -342, 809, 5320, -63350, -63980
3832, -423, -314, 1037, 5460, -65870, -24990
3852, -485, -385, 562, -20510, -21210, -7770
3872, -521, -421, 602, -42770, -21630, -1540
3892, -332, -501, 641, -12460, -18340, -43750
3912, -233, -495, 1050, 10080, -8470, -87850
3932, -201, -513, 746, 16030, 420, -91210
3952, -376, -485, 699, -35840, -22750, -53970
3972, -266, -514, 633, -23450, -13720, -17990
3992, -225, -613, 927, 6440, 62650, -19040
4012, -179, -590, 1309, 3850, 130480, -20090
4032, -310, -496, 643, -10500, 105420, -19390
4052, -342, -500, 700, -93100, -19880, -15400
4072, -264, -471, 708, -78400, -97930, -7000
4092, -92, -628, 635, -101920, -101220, 9100
4112, -28, -752, 524, -226660, -58800, 19600
4132, -133, -743, 549, -333970, 22960, -4410
4152, -433, -735, 646, -178850, 2590, -21420
4172, -446, -811, 741, 43820, -65520, 1470
4192, -394, -921, 768, 27580, -63770, -770
4212, -451, -1044, 833, 11830, -89320, -6580
4232, -498, -996, 951, 12810, -82600, 7700
4252, -466, -1059, 1152, 7140, -35280, 0
4272, -511, -1018, 992, -20020, -49000, -8470
4292, -364, -1055, 662, -52990, -87710, -17150
4312, -563, -1024, 1082, -69160, -92190, 29610
4332, 1362, -1680, -126, -155960, -230510, -39200
4352, -96, -1140, 503, -426370, -448420, -204260
4372, 338, -1512, -791, -674590, -90510, 19460
4392, 434, -1094, -796, -808150, -6720, -230720
4412, 227, -354, -209, -369390, 276710, -381640
4432, 153, -124, 133, 69580, 420840, -280700
4452, 104, -221, 139, 160720, 262710, -59430
4472, 26, -324, 225, 76160, -840, 118090
4492, -3, -508, -280, -39340, -249200, 220640
4512, 96, -374, -406, -233030, -516250, 227920
4532, 122, -573, -680, -143990, -559440, 247590
4552, 146, -499, -542, 225540, -416710, 272090
4572, -874, -1998, 445, 609210, -192150, 173040
4592, 879, -1719, -176, 558390, -37520, -209790
4612, 1512, -787, -1212, -337540, -158970, -1126160
4632, 414, -177, -187, -481740, -222670, -890260
4652, 137, -144, -19, 222110, -39060, -38640
4672, -104, -117, 268, 497840, -91770, 354340
4692, -156, -176, 289, 532630, -175420, 435330
4712, -134, -242, 159, 362740, -333130, 372610
4732, -196, -164, 207, 87500, -511420, 253610
4752, -186, -400, -110, -187880, -662130, 137340
4772, 1388, -1998, -1997, -493150, -864150, 80220
4792, 894, -1998, -241, -585270, -976290, 64680
4812, 278, -834, 694, 409570, -345170, -4970
4832, 406, -1762, -1093, 611590, -371140, 69930
4852, 398, -1998, -1334, 27790, -1113350, 383250
4872, 289, -1556, 206, 403410, -1041180, 454790
4892, 450, -751, -378, 962780, -490840, -25340
4912, 489, -959, -823, 503510, -665560, -380800
4932, 463, -1190, -789, 533960, -733390, -43050
4952, 109, -1431, 544, 794430, -499170, -102760
4972, 400, -993, -303, 426720, -637140, -291830
4992, 302, -679, -759, -156590, -1008560, -241500
5012, 179, -521, -631, -19390, -906430, -65170
5032, 135, -29, -98, 380520, -563360, -14140
5052, 167, 53, -24, 652120, -277690, 42420
5072, 186, 28, -36, 614740, -234360, 184310
5092, 201, 61, 17, 564550, -192850, 345030
5112, 214, -144, 10, 539210, -194390, 560560
5132, 444, -1998, -1436, 529340, -223720, 784840
5152, 1351, -1998, -1997, 367080, -246400, 722820
5172, 1180, -1123, -554, 106190, -77910, -97300
5192, 391, -414, 100, 413910, 154630, -275660
5212, 276, -323, -42, 470750, -19740, 162470
5232, 26, -192, 54, 355600, -193060, 430150
5252, 10, -178, -47, 299530, -265930, 575260
5272, -8, -187, -58, 229460, -260190, 568960
5292, -27, -116, 48, 211470, -167860, 503790
5312, -64, -316, -32, 185010, -61950, 423710
5332, -128, -449, -41, 68320, 980, 326690
5352, -140, -550, -64, -76440, 76510, 134960
5372, 64, -520, -31, -195790, 201740, -157850
5392, 244, -506, 238, -270060, 329210, -438340
5412, 1336, -1340, -12, -335090, 345520, -531160
5432, 986, -1998, -836, -484330, 185640, -404040
5452, 251, -1998, -572, -549430, -130830, 201040
5472, 24, -1683, -246, -360080, -209860, 516110
5492, 422, -1702, -400, -300090, -27510, 75110
5512, 1164, -1595, -427, -437430, 141890, -507290
5532, 1103, -1798, -260, -430360, 236740, -746480
5552, 673, -1998, -652, -262570, 164640, -428610
5572, 403, -1998, -582, -201110, -59570, 27090
5592, 482, -1966, -545, -201320, -85120, -58800
5612, 1238, -1853, -691, -200970, 109620, -548590
5632, 922, -1419, -171, -13090, 292670, -469350
5652, 365, -1342, -379, -24430, 112910, 14490
5672, 260, -1293, -531, -120190, 137760, 7070
5692, 353, -1018, -627, -79590, 404740, -236740
5712, 397, -753, -316, 138390, 649880, -297220
5732, 668, -980, -50, 384860, 643510, -132720
5752, 597, -1429, -404, 303940, 427770, 116900
5772, 603, -1470, -572, 178290, 278880, 269500
5792, 491, -1283, -422, 244930, 375970, 262990
5812, 428, -933, -1, 311990, 485240, 237440
5832, 359, -732, -117, 201810, 413000, 305480
5852, 238, -506, -186, 9730, 251580, 416150
5872, 170, -364, -255, -59220, 182630, 518000
5892, 114, -225, -210, -26530, 212940, 589260
5912, 39, -127, -91, 32130, 292320, 649810
5932, -51, -180, 4, 29820, 339710, 721350
5952, -139, -371, 57, -80080, 321370, 770350
5972, -139, -436, -59, -299110, 248780, 723730
5992, -37, -506, -305, -559650, 152040, 566580
6012, 12, -687, -360, -712670, 119980, 369390
6032, 70, -1719, -645, -690760, 199500, 163100
6052, 943, -1998, -668, -560910, 366380, -126840
6072, 1904, -1998, 197, -261380, 684110, -674870
6092, 856, -1789, -1239, -523460, 334950, -741510
6112, 350, -1998, -1083, -815010, -235060, -76020
6132, 178, -1998, -308, -288120, 48580, 48090
6152, 1213, -1998, -65, 83860, 489440, -466900
6172, 1715, -1998, -1350, -261730, 462770, -1090600
6192, 1074, -1998, -814, -406210, 220710, -789810
6212, 738, -1998, -617, 152530, 384090, -133140
6232, 959, -1998, -867, 192780, 469840, -215600
6252, 1299, -1777, -522, -50960, 503300, -765870
6272, 796, -1998, -153, 233590, 575260, -625310
6292, 455, -1998, -973, 428680, 414400, -41720
6312, 496, -1480, -798, 345240, 297500, 119490
6332, 665, -888, 123, 400120, 523180, -279230
6352, 854, -1105, -326, 374150, 314370, -50050
6372, 367, -943, -154, 294420, 97510, 365820
6392, 367, -1228, -593, 264880, 63350, 507990
6412, 232, -831, -112, 318850, 193900, 419650
6432, 213, -764, -208, 326480, 310030, 315350
6452, 424, -704, 67, 247100, 350770, 226030
6472, 364, -773, -124, 108430, 217490, 324660
6492, 511, -956, -470, -31150, 7420, 498470
6512, 392, -573, -415, 56070, 15540, 603750
6532, -25, -256, 105, 202650, 127890, 669130
6552, -16, -271, 23, 204120, 195440, 658000
6572, -18, -99, 58, 77140, 170520, 584920
6592, -40, -254, -1, -30660, 118160, 574070
6612, 13, -592, -7, -120820, 86170, 541590
6632, -75, -1103, 758, -212310, 143780, 427490
