T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
6711, -1042, -320, -118, -68110, -7280, -29890
6731, -1191, -239, -56, -86800, -15680, 770
6751, -1111, -124, -55, -71190, -66500, -5460
6771, -979, -35, -113, -46830, -109340, -22050
6791, -740, -160, -204, -61110, -68670, -42910
6811, -832, -321, -115, -91210, -22890, -47320
6831, -1058, -222, 22, -72870, -18620, -4340
6851, -946, -220, -62, -56210, -19390, 12110
6871, -809, -272, -147, -64470, -32200, 1190
6891, -896, -441, -110, -44030, -30800, 19600
6911, -858, -428, -71, -19810, -20650, 10780
6931, -904, -334, -77, -5670, -5670, 1750
6951, -935, -242, -161, -3220, 840, 5250
6971, -950, -280, -111, 7490, 9030, 2450
6991, -866, -440, -74, 26180, 11690, -1260
7011, -869, -610, -8, 22890, 14700, -2100
7031, -810, -457, -121, -140, 27720, 10710
7051, -758, 55, -408, -30800, 54180, 8680
7071, -588, -853, -507, -109340, 86660, 54740
7091, -1076, -1394, -411, -299390, 47180, 404110
7111, -763, -997, -299, -501830, 91700, 680260
7131, -448, -587, -160, -380450, 17010, 398930
7151, -274, -325, -63, -119490, -87850, 13720
7171, -185, -186, 0, 16870, -134890, -230510
7191, -119, -100, 31, 47670, -160580, -352030
7211, -98, -77, 40, 11270, -188300, -382760
7231, -105, -77, 26, -56980, -229740, -344960
7251, -124, -85, 10, -116900, -293370, -273210
7271, -140, -93, -4, -157710, -363930, -203560
7291, -147, -93, -11, -186340, -424690, -153300
7311, -146, -99, -19, -211820, -469070, -122640
7331, -167, -152, -33, -288400, -492520, -97090
7351, -219, -296, -58, -345100, -471310, -90650
7371, -327, -531, -79, -424270, -419020, -94290
7391, -727, -1519, -273, -531440, -355180, -104160
7411, -1997, -1998, -1917, -574560, -392630, -29820
7431, -1555, -1998, -546, -380170, -625450, 135870
7451, -421, -844, -208, -125580, -730100, -52990
7471, -202, -454, -130, -414330, -455280, -211400
7491, -200, -314, -156, -547190, -388430, -105280
7511, -351, -489, -269, -533680, -440160, 12600
7531, -413, -674, -332, -386260, -580720, 98280
7551, -620, -1026, -404, -95900, -792190, 133490
7571, -975, -1775, -435, 141680, -965370, 126350
7591, -1791, -1998, -659, 100240, -954450, 27930
7611, -1848, -1998, -960, -328440, -569730, -236950
7631, -914, -1840, -557, -410760, -530740, -220220
7651, -585, -1038, -396, -93940, -807310, -155470
7671, -570, -829, -379, -29540, -877450, -43680
7691, -457, -588, -290, -24430, -823620, -58940
7711, -418, -564, -196, 19250, -775880, -177310
7731, -500, -776, -225, -97160, -607810, -324590
7751, -524, -1156, -276, -293510, -381570, -457380
7771, -535, -1803, -386, -334600, -288820, -512400
7791, -1048, -1998, -474, -263830, -380940, -287560
7811, -1153, -1949, -424, -89180, -626640, 183960
7831, -862, -1448, -309, -15680, -658560, 272300
7851, -616, -1132, -256, -250740, -244370, -181510
7871, -344, -796, -200, -368480, 64750, -571270
7891, -86, -483, -72, -231560, 69510, -664930
7911, 10, -348, -18, -58100, -60760, -525420
7931, -33, -355, -35, -17570, -172620, -263270
7951, -141, -405, -72, -56280, -238490, 10850
