T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
30259, -62, -1122, -67, -5810, 1540, -4340
30279, -16, -1107, 3, 3360, 30310, -6020
30299, 37, -923, 185, 44380, 52430, -22820
30319, 186, -838, 320, 53060, 47460, -32900
30339, 168, -768, 355, 33390, 36960, -17850
30359, 40, -916, 69, 5880, 24710, 5810
30379, 39, -1196, 4, -4060, 15050, 3920
30399, 84, -1159, 149, 10640, 49210, -7490
30419, 207, -1100, 332, 24500, 100240, -15890
30439, 127, -813, 357, 9170, 80500, -9590
30459, 8, -941, 130, 11830, 19600, -6580
30479, -58, -828, 129, 9450, 38570, 9800
30499, -8, -924, 170, 8540, 29890, 5670
30519, 89, -1116, 261, -4620, 11690, -3990
30539, 84, -1203, 264, -11410, 20300, -13720
30559, 0, -1021, 321, -15260, 13860, -9240
30579, -55, -867, -52, -18690, -29610, -770
30599, -49, -962, 175, -14140, -63770, 20090
30619, 109, -1190, 214, -8960, -11830, 22750
30639, 46, -1196, 251, -17640, 7980, 2380
30659, 77, -1057, 377, -9660, -5880, -3570
30679, 46, -923, 240, 1120, -49280, -19390
30699, 17, -1075, 32, -10990, -92120, -16100
30719, 76, -1092, 85, -20440, -61600, -14280
30739, 113, -1030, 169, -3850, -19320, -26390
30759, 116, -1001, 451, 6720, -11270, -27370
30779, -42, -1046, 176, -770, -38360, -2030
30799, -12, -923, -97, -22190, -115360, 17570
30819, 103, -1080, 145, -51730, -125230, 12740
30839, -27, -967, 494, -43890, -28630, 11620
30859, -42, -574, -138, -74830, -17990, 910
30879, -107, -805, -129, -179060, 6370, 73360
30899, -288, -1017, -266, -206150, 88830, 316400
30919, -357, -1078, -288, -118160, 30940, 324870
30939, -474, -1085, -276, 28280, -24150, 258790
30959, -507, -1068, -195, 132930, -78260, 229040
30979, -511, -1074, -201, 82810, -11410, 154070
30999, -460, -964, -179, -4060, 94570, 31570
31019, -345, -792, -127, -4830, 113470, -56280
31039, -344, -780, -146, 42070, 54460, -69860
31059, -303, -735, -119, 79940, -7560, -50050
31079, -318, -824, -116, 55020, -6160, -45500
31099, -384, -938, -147, -30240, 28980, -14560
31119, -479, -1083, -215, -97930, 24010, 51380
31139, -512, -1165, -233, -113610, 10990, 59360
31159, -480, -1119, -201, -30240, -52220, 38990
31179, -468, -1062, -194, 38360, -117180, 34860
31199, -437, -965, -177, 24010, -119140, 12180
31219, -398, -900, -157, -21070, -76860, -50680
31239, -356, -858, -151, -76580, -26250, -110040
31259, -334, -824, -139, -64540, -56490, -100730
31279, -350, -857, -148, -33880, -123410, -41650
31299, -380, -905, -167, -64260, -136640, 3920
31319, -424, -956, -186, -110810, -124600, 31430
31339, -445, -960, -197, -110320, -142310, 50260
31359, -432, -907, -191, -59640, -187880, 41160
31379, -408, -886, -172, -12250, -212030, -12040
31399, -379, -883, -157, -26390, -173600, -96250
31419, -368, -891, -158, -68320, -132790, -143010
31439, -376, -915, -178, -106890, -123340, -123270
31459, -396, -943, -186, -126910, -136850, -66780
31479, -440, -1004, -200, -90860, -189560, 1610
31499, -476, -1045, -212, -41580, -247940, 56210
31519, -432, -931, -188, -37310, -250600, 54530
31539, -363, -793, -164, -78260, -188930, -13300
31559, -311, -696, -141, -101570, -139860, -81900
31579, -310, -736, -138, -59850, -166460, -95970
31599, -397, -929, -178, -26530, -204470, -74060
31619, -467, -1093, -217, -136010, -126070, -67270
31639, -434, -1052, -224, -150080, -107940, -73920
31659, -377, -926, -186, -66570, -177870, -29960
31679, -387, -892, -179, 8680, -252210, 39270
31699, -433, -947, -192, 1890, -244860, 52990
31719, -460, -1007, -201, -60480, -161490, -14910
31739, -436, -996, -201, -118860, -70210, -109340
31759, -354, -868, -172, -113050, -48440, -150920
31779, -286, -749, -137, -61390, -89670, -117810
31799, -278, -720, -134, -28000, -134610, -40320
