T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
2712, -1136, -500, -62, 169540, 107590, -64330
2732, -693, -627, -141, 42210, 6300, -112000
2752, -1028, -552, -302, -49000, -28560, -163730
2772, -756, -912, -538, -9870, 20230, -230860
2792, -679, -993, -169, -7420, 11410, -291340
2812, -565, -653, 158, -26670, 129010, -288680
2832, -638, -1129, -49, -20160, 234220, -215250
2852, -812, -1350, -276, 51310, 119210, -160790
2872, -528, -908, 186, 95200, 11270, -114100
2892, -230, -729, -101, 155190, -25340, -110460
2912, -298, -806, -50, 59220, -25200, -67340
2932, -970, -1086, 244, -20650, -3010, 14560
2952, -601, -1212, -277, -7350, 16450, 9450
2972, -548, -1843, -184, 44870, -55860, 29470
2992, -2, -467, -154, 49840, -47600, 13930
3012, -308, -619, -149, 34160, -69160, 57960
3032, -575, -1064, -227, 29820, -95130, 136500
3052, -866, -1243, 346, 106120, -105070, 107240
3072, -693, -1473, 208, 140700, -99820, 102900
3092, -224, -724, -210, 8680, -75740, 84490
3112, -758, -294, 161, -98490, -67340, 80990
3132, -426, -430, -58, 5530, -69090, 6790
3152, -944, -836, 234, 53130, -62650, -28770
3172, -756, -1157, 254, 108990, -30730, -87990
3192, -431, -980, 216, 141610, -9870, -219940
3212, -55, -533, -1, 93450, -25410, -279720
3232, -435, -623, 190, 50400, -21770, -180460
3252, -552, -744, 314, 62790, -36330, -50960
3272, -675, -916, 427, 99820, -24990, 17710
3292, -164, -659, 162, 126420, -4550, 28350
3312, -512, -946, 401, 90230, 6160, -47110
3332, -294, -930, 414, 11270, 49700, -18970
3352, -430, -553, 139, 15470, 22820, -36610
3372, -475, -569, 288, 70630, -2590, -135520
3392, -448, -954, 518, 122290, 29400, -14630
3412, -403, -1108, 615, 142940, 39130, 37940
3432, -367, -889, 553, 118930, 0, -80010
3452, -401, -732, 561, 68040, -25830, -106470
3472, -430, -638, 627, 21490, -16100, -23170
3492, -488, -815, 804, 9030, -23310, 4900
3512, -396, -919, 846, 41510, -37030, 28140
3532, -461, -1009, 952, 112140, -64540, 44800
3552, -499, -1546, 836, 163940, -68110, 49840
3572, -358, -813, 903, 190750, -37730, -68880
3592, 199, -628, 584, 184870, -11690, -294770
3612, -15, -567, 703, 162400, -148960, -133980
3632, -28, -503, 535, 150010, -38990, -15400
3652, -162, -697, 723, 67480, -15750, -20650
3672, -287, -1167, 961, 16310, 29400, 20930
3692, -36, -828, 1147, 71750, -105070, -106330
3712, 1, -829, 976, 42350, -182840, -113820
3732, -139, -714, 1031, -60830, -162400, -37450
3752, -228, -686, 1062, -133420, -162820, 41930
3772, -28, -786, 876, -164710, -156450, 28000
3792, 464, -909, 688, -166040, -132510, -60620
3812, 473, -959, 599, -93310, -84770, -77630
3832, 450, -861, 935, 162610, -64680, -37660
3852, 220, -736, 673, 279580, -131460, 81410
3872, 277, -760, 451, -26530, -98350, 103810
3892, 200, -701, 378, -125230, -65170, 88200
3912, 440, -865, 124, -87500, -64960, 43400
3932, 273, -758, 19, -14980, -62720, 23730
3952, 154, -736, 54, 36260, -22890, 32900
3972, 17, -600, 338, 84840, 50610, 62650
3992, 30, -441, 522, 85470, 109480, 77840
4012, -45, -528, 286, -2660, 79240, 62790
4032, -76, -632, 242, 4690, 26250, 31080
4052, -126, -927, 276, 9870, 35350, 13020
4072, -32, -694, 101, 67060, 38010, -74620
4092, 77, -684, -64, 115290, 29540, -176470
4112, 128, -1023, 168, 250880, -350, -78330
4132, 100, -1425, -293, 293440, -40460, -7350
4152, 117, -1038, -292, 159740, -369740, 132860
4172, 53, -662, -223, 95620, -531160, 48370
4192, 59, -438, -218, 69300, -508130, -152390
4212, 92, -348, -171, 69650, -499800, -263550
4232, 91, -380, -213, 111650, -518560, -276290
4252, 85, -507, -241, 173320, -589050, -198100
4272, 182, -735, -355, 256200, -668570, -107730
4292, 255, -1122, -342, 330190, -736610, -61600
4312, 441, -1781, -706, 406700, -784140, -38430
4332, 426, -1899, -908, 392980, -873250, -69650
4352, 312, -1254, -603, 371280, -938700, -165130
4372, 197, -898, -475, 542780, -826140, -316540
4392, 205, -914, -675, 521640, -908600, -402640
4412, 82, -925, -599, 573300, -933660, -363090
4432, 46, -935, -469, 612500, -901670, -438270
4452, 198, -1198, -429, 516950, -923790, -554400
4472, 1121, -1998, -1144, 306880, -1016890, -617330
4492, 1115, -1998, -883, 297570, -1070020, -460670
4512, 531, -1998, -714, 357140, -1141350, -247380
4532, 269, -1573, -749, 199850, -1273440, -228060
4552, 419, -1545, -924, 126630, -1284710, -273280
