T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
17257, -329, -51, 978, -7770, -420, -14420
17277, -296, -18, 1094, -5460, 15610, -14420
17297, -343, -61, 982, -2520, 29960, 770
17317, -355, -125, 863, -13230, -910, 11410
17337, -385, -94, 905, -17850, -27510, 19740
17357, -281, -145, 1032, -7350, -2940, 10710
17377, -546, -150, 914, -11690, 18410, 17220
17397, -461, 13, 1141, -57050, -19390, 53410
17417, -402, -97, 887, -65380, -156730, 78960
17437, -296, -202, 1278, -85260, -86240, 112770
17457, -481, -77, 1317, -98770, -81410, 116550
17477, -286, -193, 1336, -137830, -171220, 125160
17497, -208, -655, 893, -181300, -220150, 170170
17517, 306, -734, 1086, -186690, -252350, 198030
17537, 232, -105, 1684, -144060, -252210, 217070
17557, -40, -175, 1303, -133280, -174160, 217910
17577, 15, -439, 885, -152600, -86800, 130760
17597, 257, -661, 613, -102550, -81270, -1330
17617, 320, -812, 160, -72730, -130690, -17780
17637, 434, -440, 791, 8960, -194320, 39130
17657, 105, -64, 889, 137760, -212870, 82950
17677, 229, -365, 549, 129290, -117810, 66500
17697, 623, -541, 769, 51030, -21070, -10780
17717, 433, -638, 392, 5950, -12460, -14490
17737, 79, -378, 424, -91560, -49700, 32620
17757, -27, -266, 403, -71820, -89880, 51800
17777, -150, -315, 628, -18060, -109480, 35280
17797, 202, -562, 236, 41720, -112840, 33390
17817, 423, -573, 602, -36470, 3360, 1890
17837, 362, -440, 644, -16940, 39550, -23380
17857, 146, -273, 497, -11970, 17780, 2450
17877, -40, -518, 20, 6930, -10080, 41930
17897, 186, -1132, -314, 202580, -21770, 85960
17917, 170, -1124, 211, 523460, -158270, 80220
17937, 187, -649, -44, 493570, -297640, 20720
17957, 203, -455, -264, 80360, -473480, -121310
17977, 170, -363, -228, -132790, -567770, -126350
17997, 125, -311, -166, -85680, -526190, -44870
18017, 94, -236, -91, 49420, -439460, 36960
18037, 66, -182, -23, 158690, -355670, 76090
18057, 64, -163, 6, 204610, -293300, 87080
18077, 72, -200, -2, 191590, -254800, 88760
18097, 103, -289, -38, 145740, -234290, 91700
18117, 175, -471, -94, 94780, -224700, 101150
18137, 386, -973, -227, 43610, -185710, 110740
18157, 1448, -1998, -949, 43750, -131600, 89600
18177, 1995, -1998, -771, 90860, -74690, 86940
18197, 684, -1865, -522, -19250, -204890, 225750
18217, 419, -1079, -493, -9100, -185850, 196980
18237, 399, -729, -240, 154560, -13160, 107100
18257, 413, -694, 46, 289380, 107100, 118090
18277, 576, -1282, -136, 204190, 43260, 250950
18297, 1055, -1998, -680, 30030, -87430, 369670
18317, 1417, -1998, -903, -37870, -104440, 330820
18337, 1178, -1998, -694, -54600, 28140, 50400
18357, 917, -1346, -332, -14490, 106610, -14420
18377, 616, -1153, -329, 98910, 99610, 251160
18397, 363, -1252, -137, 150360, 69020, 524090
18417, 373, -1862, -218, 123760, 90510, 572250
18437, 809, -1998, -717, -91280, 78540, 385420
18457, 1312, -1998, -812, -257810, 156520, 31290
18477, 1089, -1616, -218, -155610, 334320, -148400
18497, 583, -1260, -329, -59500, 299880, 142100
18517, 338, -1193, -229, -107310, 137340, 508690
18537, 300, -1372, -345, -130970, 116480, 606270
18557, 316, -1390, -372, -214690, 153860, 488250
18577, 330, -1166, -345, -263620, 260960, 251580
18597, 361, -921, -247, -269290, 392980, 18410
18617, 389, -775, -158, -239890, 492870, -96950
18637, 401, -750, -146, -215180, 514990, -51870
18657, 321, -912, -205, -247100, 458990, 97650
18677, 284, -1149, -361, -312830, 374850, 254450
18697, 311, -1184, -472, -385980, 332710, 285390
18717, 284, -948, -390, -403410, 397740, 151900
18737, 221, -634, -237, -310030, 537320, -630
18757, 156, -377, -110, -194880, 637770, -44520
18777, 107, -313, -106, -142590, 650020, 19810
18797, 66, -299, -137, -157290, 598780, 135310
18817, 40, -319, -173, -197190, 545230, 233660
18837, 31, -327, -197, -234290, 540120, 279020
18857, 23, -321, -208, -224560, 578760, 253680
18877, 14, -339, -211, -202580, 624190, 228410
18897, 16, -376, -191, -177170, 668570, 203350
18917, 26, -452, -164, -171220, 698740, 177520
18937, 67, -632, -164, -202440, 710080, 139650
18957, 183, -847, -130, -265230, 703010, 77140
18977, 390, -1126, -130, -352870, 659120, 7560
18997, 707, -1474, -400, -475580, 550620, -19460
19017, 795, -1925, -729, -544460, 441840, 36540
19037, 676, -1954, -669, -401170, 489020, 127330
19057, 446, -1502, -345, -252840, 586320, 113400
19077, 386, -1159, -279, -184310, 627270, 57470
19097, 320, -988, -255, -224000, 585340, 27090
19117, 285, -1042, -421, -261520, 519400, 48440
19137, 325, -1260, -502, -223860, 524930, 31220
19157, 429, -1724, -555, -100940, 605850, -31990
19177, 830, -1998, -275, 24220, 693140, -124180
19197, 1007, -1860, -433, 31220, 671090, -182490
19217, 684, -1649, -664, -108360, 422100, 14420
19237, 404, -1517, -560, -93660, 272580, 262570
19257, 316, -1479, -380, 75950, 351540, 275030
19277, 510, -1450, -384, 148190, 448280, 99260
19297, 733, -1434, -287, 115500, 450310, -68390
19317, 856, -1793, -431, 115430, 373730, -53620
19337, 701, -1998, -433, 117250, 212660, 143010
19357, 630, -1998, -489, 120540, 79450, 284340
19377, 640, -1544, -540, 67340, 20510, 171150
19397, 520, -1137, -371, 68530, 25410, 4340
19417, 418, -1115, -248, 204120, 55930, 1050
19437, 455, -1469, -274, 316820, 38850, 82250
19457, 628, -1788, -256, 313880, -20230, 98000
19477, 729, -1661, -432, 235480, -89320, 12880
19497, 554, -1355, -462, 113890, -202510, -55790
19517, 314, -1053, -307, 107100, -288890, 1680
19537, 199, -872, -215, 223440, -243670, 7980
19557, 174, -816, -216, 278390, -224770, -102270
19577, 226, -786, -236, 247520, -210560, -220150
19597, 291, -704, -198, 243390, -202160, -286720
19617, 310, -604, -143, 252000, -231490, -254310
19637, 258, -587, -108, 247030, -308280, -134890
19657, 195, -655, -137, 223650, -398160, -6720
19677, 146, -731, -165, 192500, -457870, 48790
19697, 121, -737, -196, 159530, -474740, 8680
19717, 126, -649, -190, 125860, -463470, -93800
19737, 133, -522, -170, 104440, -442610, -193480
19757, 147, -467, -183, 92820, -436590, -236600
19777, 151, -442, -176, 100520, -438550, -222530
19797, 140, -432, -156, 129290, -435750, -179830
19817, 122, -409, -137, 156590, -431690, -135310
19837, 120, -389, -135, 167230, -430360, -101570
19857, 121, -398, -164, 170730, -430080, -72310
19877, 118, -424, -188, 188790, -422450, -43890
19897, 104, -455, -186, 233310, -396900, -29050
19917, 102, -488, -161, 285180, -355320, -44240
19937, 134, -557, -152, 312480, -311710, -91350
19957, 219, -715, -201, 300580, -284900, -147980
19977, 391, -976, -313, 264390, -280490, -190330
19997, 689, -1424, -350, 249550, -277410, -205520
20017, 854, -1998, -453, 267400, -279930, -159950
20037, 697, -1998, -537, 256340, -329490, -51520
20057, 457, -1542, -441, 207620, -365120, -22050
20077, 365, -1106, -367, 181580, -321650, -141190
20097, 340, -952, -299, 182700, -242550, -276080
20117, 380, -922, -218, 206570, -178920, -328790
20137, 469, -1138, -245, 224980, -150430, -318710
20157, 619, -1576, -351, 203700, -178290, -252210
20177, 798, -1998, -473, 157290, -222180, -181160
20197, 932, -1998, -576, 116410, -239960, -160090
20217, 755, -1904, -435, 67550, -231490, -217490
20237, 561, -1478, -360, 33600, -211820, -273630
20257, 449, -1250, -293, 34860, -172200, -260610
20277, 472, -1206, -244, 39270, -136220, -268590
20297, 567, -1328, -226, 23590, -121660, -253260
20317, 691, -1627, -379, -24570, -150220, -189700
20337, 706, -1788, -386, -46760, -161490, -122570
20357, 598, -1663, -354, -44170, -138390, -100380
20377, 540, -1467, -339, -71260, -104160, -145880
20397, 544, -1352, -304, -84910, -53690, -203840
20417, 571, -1279, -261, -81480, -7560, -221970
20437, 540, -1194, -257, -87640, 1470, -172550
20457, 450, -1031, -219, -92960, -7980, -86030
20477, 350, -935, -216, -93660, -14210, -5950
20497, 298, -923, -222, -94080, -1470, 33670
20517, 297, -950, -235, -92890, 43470, 9310
20537, 312, -922, -215, -91910, 107380, -58240
20557, 324, -825, -146, -86170, 170100, -122850
20577, 337, -740, -143, -93870, 198870, -137690
20597, 329, -700, -170, -118650, 187110, -89950
20617, 287, -691, -188, -127890, 170240, -8610
20637, 245, -671, -175, -113680, 172130, 66010
20657, 203, -639, -147, -93940, 194530, 105000
20677, 184, -582, -129, -90300, 222810, 107100
20697, 175, -533, -128, -106190, 246610, 89250
20717, 177, -544, -147, -127680, 263270, 76370
20737, 189, -571, -155, -137900, 279930, 74620
20757, 206, -591, -169, -136360, 304710, 73360
20777, 211, -585, -157, -129220, 333270, 74760
20797, 197, -633, -109, -114380, 354970, 92120
20817, 217, -764, -100, -113750, 356580, 123130
20837, 317, -948, -192, -163380, 334250, 130830
20857, 436, -1087, -295, -250460, 303310, 95410
20877, 476, -1182, -311, -301350, 290290, 58240
20897, 478, -1276, -296, -284970, 299600, 67900
20917, 525, -1369, -321, -257110, 312340, 95830
20937, 534, -1382, -355, -254310, 317450, 96600
20957, 409, -1185, -250, -231770, 327320, 88550
20977, 310, -969, -158, -222530, 331940, 77280
20997, 282, -963, -178, -258300, 306110, 54880
21017, 347, -1190, -299, -296520, 288190, 2730
21037, 532, -1541, -381, -284550, 320740, -89670
21057, 821, -1802, -304, -230790, 372750, -168140
21077, 844, -1893, -429, -216790, 332080, -118930
21097, 664, -1827, -506, -239470, 231910, 8470
21117, 549, -1698, -434, -183400, 237160, 31080
21137, 493, -1495, -272, -112630, 300720, -53970
21157, 492, -1332, -253, -105140, 313670, -135310
21177, 505, -1270, -317, -146370, 263340, -156380
21197, 521, -1387, -372, -141400, 225610, -127470
21217, 533, -1517, -339, -79800, 227150, -94780
21237, 593, -1537, -288, -30800, 237090, -101920
21257, 616, -1513, -346, -39200, 204330, -110040
21277, 530, -1418, -387, -60270, 144690, -79310
21297, 407, -1221, -293, -25130, 126350, -49420
21317, 314, -1038, -186, 31780, 144760, -64470
21337, 318, -966, -185, 40600, 142800, -106190
21357, 351, -909, -204, 11060, 118160, -147980
21377, 367, -874, -208, -7630, 88340, -154210
21397, 336, -861, -193, 8470, 61180, -110110
21417, 277, -855, -174, 36820, 33180, -46130
21437, 236, -803, -159, 49770, 10360, -16310
21457, 229, -746, -152, 43470, -1610, -38290
21477, 250, -758, -181, 28560, -7700, -80780
21497, 279, -799, -186, 28630, -9940, -110600
21517, 301, -812, -164, 49560, -8610, -122710
21537, 303, -805, -128, 71540, -14770, -119140
21557, 289, -819, -142, 74550, -42770, -97440
21577, 310, -877, -213, 51100, -92540, -66150
21597, 333, -899, -212, 25130, -130620, -54390
21617, 327, -859, -189, 34230, -135800, -61040
21637, 288, -769, -161, 59570, -135660, -59640
21657, 236, -696, -135, 75670, -149660, -41090
21677, 209, -699, -150, 79450, -194530, -3570
21697, 230, -742, -170, 71400, -200970, -23380
21717, 269, -798, -188, 72380, -195580, -57400
21737, 320, -830, -208, 79940, -194110, -77770
21757, 391, -843, -215, 98070, -197890, -66360
21777, 390, -891, -206, 133560, -213920, -560
21797, 335, -941, -215, 166320, -245980, 89950
21817, 276, -927, -220, 182630, -268450, 125510
21837, 253, -926, -231, 189280, -268800, 86170
21857, 309, -958, -241, 188300, -250670, -1750
21877, 418, -1047, -310, 178220, -235970, -84280
21897, 499, -1099, -355, 189490, -233870, -105630
21917, 500, -1144, -317, 250670, -226730, -61670
21937, 467, -1276, -247, 313670, -232190, 12180
21957, 489, -1498, -382, 308700, -269500, 50400
21977, 518, -1548, -479, 259630, -303730, 13930
21997, 514, -1310, -362, 269710, -264670, -87500
22017, 495, -1182, -281, 306320, -217700, -158620
22037, 503, -1279, -338, 299460, -237860, -136710
22057, 516, -1497, -442, 267050, -279090, -87010
22077, 529, -1489, -432, 260190, -274680, -88200
22097, 563, -1450, -424, 283710, -216720, -160440
22117, 636, -1317, -172, 305900, -157710, -230440
22137, 606, -1592, -414, 280910, -169120, -211120
22157, 546, -1686, -489, 179620, -276080, -99400
22177, 484, -1404, -380, 157430, -266560, -108710
22197, 465, -1107, -242, 184380, -177450, -219660
22217, 472, -1088, -241, 188440, -133980, -268660
22237, 447, -1196, -316, 163870, -151970, -214550
22257, 393, -1163, -262, 139790, -175980, -144760
22277, 338, -998, -141, 137550, -153160, -141820
22297, 381, -881, -205, 118790, -123340, -186200
22317, 412, -878, -260, 42980, -137480, -213150
22337, 397, -926, -277, 14910, -147140, -170100
22357, 303, -914, -179, 56910, -126980, -85540
22377, 232, -838, -107, 101220, -49210, -57400
22397, 273, -774, -157, 15750, -45640, -131040
22417, 349, -739, -216, -43190, -36470, -173600
22437, 358, -691, -188, -18130, -9450, -131740
22457, 285, -673, -144, 35280, 9800, -33740
22477, 210, -641, -88, 50890, 18410, 36890
22497, 197, -606, -75, 14490, 23450, 40040
22517, 224, -662, -137, -52220, 16590, 18970
22537, 278, -713, -190, -95900, 25340, -5880
22557, 334, -767, -254, -87640, 64960, -19250
22577, 340, -783, -197, -35000, 120330, 3850
22597, 353, -821, -94, 22890, 166040, 52360
22617, 408, -1019, -178, -770, 153510, 103110
22637, 455, -1233, -287, -78050, 106260, 139510
22657, 520, -1260, -338, -114800, 102410, 133630
22677, 497, -1099, -194, -106890, 144900, 101710
22697, 451, -1047, -205, -97860, 160790, 124950
22717, 408, -1167, -286, -138740, 120190, 193550
22737, 474, -1404, -374, -160720, 113400, 215250
22757, 592, -1412, -252, -148820, 173670, 141120
22777, 614, -1270, -134, -126980, 240380, 63700
22797, 505, -1119, -216, -180880, 195230, 108780
