T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
10287, 638, -668, 459, -46340, 50820, 120400
10307, 401, -631, 501, -26040, 126210, 100030
10327, 498, -597, 634, 16240, 105560, 14350
10347, 727, -514, 838, 42000, 43470, -44800
10367, 888, -522, 965, 51450, -21980, -75740
10387, 739, -549, 875, 32970, -72870, -52570
10407, 627, -653, 721, 12040, -106820, -8120
10427, 401, -998, 452, 1470, -112070, 24780
10447, 520, -889, 526, 11340, -85610, 34160
10467, 601, -871, 533, 33810, -56770, -5810
10487, 561, -673, 643, 39760, -79940, -2870
10507, 469, -482, 731, 34580, -92890, -3640
10527, 207, -599, 511, 20160, -100730, 1890
10547, 289, -839, 292, 8820, -97720, 19040
10567, 625, -601, 431, 11340, -47320, -8330
10587, 723, -596, 474, 26810, 17500, -74130
10607, 559, -351, 612, 18060, 10780, -41580
10627, 604, -382, 623, 4200, -17850, -4060
10647, 788, -510, 407, -5880, -23660, -10850
10667, 707, -848, 237, -14210, -20650, -20860
10687, 762, -691, 397, -11620, -27300, 14980
10707, 621, -413, 522, 6860, -38920, 980
10727, 576, -378, 544, 10010, -43120, -6580
10747, 761, -695, 348, -1470, -40460, -8470
10767, 803, -654, 326, -8330, -30030, -5040
10787, 683, -432, 433, 1960, -70630, -15820
10807, 650, -476, 495, -1120, -69930, -9310
10827, 504, -450, 382, -31990, -65310, 15750
10847, 669, -779, 29, -42560, -82460, 22120
10867, 770, -566, 393, 70, -29680, -12180
10887, 1056, -618, 465, 29470, 34510, -41020
10907, 864, -419, 529, 19390, 29330, -32690
10927, 798, -381, 414, 12880, -31570, -21910
10947, 805, -395, 358, 22610, -46550, -37030
10967, 884, -443, 385, 20860, 770, -57960
10987, 884, -431, 334, 6930, 32550, -46830
11007, 723, -512, 310, -7280, 27860, 2520
11027, 754, -382, 437, -21770, 31010, 15750
11047, 830, -408, 472, -14770, 31010, 1540
11067, 784, -712, 207, -13090, 15540, -11900
11087, 748, -786, 154, -18550, 1960, 4970
11107, 603, -598, 279, -3290, 6930, 18760
11127, 578, -339, 441, 14420, 16660, 21350
11147, 731, -452, 391, 6720, 6020, 8680
11167, 833, -596, 202, -14000, -14840, -6020
11187, 734, -589, 158, -13440, -41790, -15890
11207, 638, -603, 155, -4340, -44870, 3360
11227, 610, -448, 315, 1260, -33110, 21490
11247, 771, -281, 417, 8820, -20720, 12320
11267, 809, -514, 260, 4620, 5320, -9660
11287, 782, -519, 179, -7490, 14490, -8680
11307, 712, -547, 197, -3710, -16450, 5250
11327, 740, -462, 296, 4760, -25060, 21490
11347, 910, -285, 477, 11060, -10290, 14140
11367, 1014, -432, 349, 10850, 1470, -10220
11387, 864, -572, 185, -4200, -5600, -13300
11407, 837, -533, 228, -10990, -17710, 8470
