T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
4070, 378, -700, 212, 48580, -7210, 45640
4090, 162, -715, 55, -12880, -8820, 53900
4110, 341, -646, 241, -7840, 21840, -24290
4130, 379, -634, 185, 26670, 68250, -15540
4150, 436, -658, 288, -11130, 102270, 7700
4170, 468, -481, 419, -20790, 62020, 27860
4190, 466, -737, 349, -15750, -3780, 38430
4210, 267, -676, 253, -10990, -97090, 45570
4230, -4, -766, 213, 32480, -136220, -3220
4250, -251, -1090, -144, 99890, -67620, -32060
4270, -73, -1393, -107, 250460, 93870, -82040
4290, 83, -252, 201, 254870, 136920, -487900
4310, 124, -44, 144, 54670, -67690, -551390
4330, 49, -109, 6, -79870, -351120, -317240
4350, -23, -258, -204, -97860, -598710, -70630
4370, -57, -320, -254, 10640, -751870, 71190
4390, -71, -336, -266, 196280, -806260, 106400
4410, -96, -428, -313, 364490, -827050, 73360
4430, -94, -714, -482, 493360, -835940, -19110
4450, -50, -1995, -838, 598640, -807800, -194320
4470, 663, -1034, -428, 671650, -734090, -530460
4490, 802, -1545, -765, 574840, -785050, -803880
4510, 491, -1784, -1055, 479290, -1115870, -352380
4530, -104, -1984, -218, 715400, -1170960, -75880
4550, 151, -1884, -1024, 789040, -1099350, -318710
4570, 319, -521, -574, 378420, -1176350, -803460
4590, 347, -828, -899, 225190, -1185800, -851340
4610, 271, -1140, -623, 304080, -1260490, -459270
4630, 303, -1998, -287, 572390, -1190770, -243600
4650, 1398, -1998, -1987, 549080, -1226330, -283990
4670, 900, -1792, -818, 175980, -1391880, -427350
4690, 526, -1565, -603, 528990, -1193080, -213920
4710, 85, -1998, -564, 770840, -1206660, 67690
4730, 206, -1998, -1160, 688170, -1379350, 120470
4750, 349, -1423, -1196, 454230, -1462790, -185640
4770, 134, -788, -660, 482860, -1267140, -511630
4790, 78, -596, -481, 687750, -1046710, -593740
4810, 127, -675, -499, 672560, -1012690, -581700
4830, 242, -959, -607, 539910, -1075550, -513730
4850, 281, -1216, -605, 459900, -1113980, -414190
4870, 442, -1168, -435, 471520, -1090320, -340550
4890, 330, -1226, -472, 433720, -1059380, -334320
4910, 229, -1224, -544, 370860, -1094870, -209510
4930, 214, -1050, -580, 274400, -1158010, -102060
4950, 188, -813, -496, 230580, -1110690, -131530
4970, 228, -709, -441, 300650, -885710, -202580
4990, 218, -638, -329, 381850, -766500, -195580
5010, 213, -584, -226, 407540, -692930, -165900
5030, 205, -621, -244, 366170, -670180, -108220
5050, 175, -622, -207, 314860, -640990, -67270
5070, 192, -580, -192, 273700, -568820, -81550
5090, 257, -640, -249, 204610, -497910, -107520
5110, 320, -765, -261, 183470, -413840, -100520
5130, 320, -852, -178, 197750, -322840, -74620
5150, 283, -810, -32, 156030, -246890, -79660
5170, 372, -715, -219, -13650, -232050, -115080
5190, 397, -641, -359, -157570, -211050, -103740
5210, 314, -497, -232, -95060, -95690, -3150
5230, 206, -435, -90, 53410, 54740, 121380
5250, 145, -517, 10, 96530, 156940, 213220
5270, 141, -720, 16, -3780, 210490, 229250
5290, 253, -1007, -241, -230580, 216020, 155120
5310, 415, -1041, -460, -453880, 243740, -1190
5330, 500, -904, -314, -478660, 386540, -147700
5350, 545, -925, -206, -352730, 543270, -127330
5370, 589, -1378, -271, -297780, 575050, 66010
5390, 603, -1998, -992, -399210, 478240, 304360
5410, 346, -1912, -758, -487340, 461230, 336070
5430, 273, -1147, -197, -289310, 786660, 28560
5450, 353, -911, -67, -138040, 1022140, -186620
5470, 551, -1343, -586, -276710, 917980, -120820
5490, 857, -1998, -1204, -490420, 746620, 13160
5510, 725, -1938, -589, -414820, 814450, 90720
5530, 572, -1587, -570, -124250, 1049300, 152390
5550, 378, -1450, -853, -139930, 1030680, 295680
5570, 236, -1328, -715, -268450, 929390, 406280
5590, 383, -1429, -217, -170730, 1042510, 373030
5610, 752, -1601, -421, -126630, 1130290, 302750
5630, 647, -1622, -879, -365120, 966560, 323820
5650, 274, -1329, -741, -611520, 718060, 485380
5670, 126, -1047, -425, -389410, 867090, 522410
5690, 198, -1225, -432, -406350, 929320, 382340
5710, 378, -1640, -560, -509740, 913360, 241990
5730, 524, -1696, -640, -555870, 914130, 94850
5750, 416, -1311, -391, -495530, 928200, 23730
5770, 273, -911, -287, -456540, 873670, 65380
5790, 222, -759, -381, -507360, 759990, 117530
5810, 211, -761, -476, -497560, 693770, 155400
5830, 213, -775, -488, -367360, 707140, 177380
5850, 176, -719, -315, -175840, 758660, 207060
5870, 116, -752, -191, -53410, 769020, 259840
5890, 91, -750, -187, -82040, 707420, 280350
5910, 107, -635, -195, -177170, 636510, 217210
5930, 100, -508, -151, -230510, 582680, 144620
5950, 82, -452, -124, -236320, 525770, 122780
5970, 70, -457, -98, -229040, 459410, 128940
5990, 84, -484, -112, -224280, 390320, 128940
6010, 101, -505, -128, -220360, 325290, 109620
6030, 111, -523, -125, -196420, 274050, 83020
6050, 121, -616, -126, -151970, 234640, 58870
6070, 179, -846, -188, -109550, 197190, 28070
6090, 253, -1156, -241, -80780, 168910, -36120
6110, 401, -1376, -186, -46550, 168910, -144900
6130, 603, -1261, -120, -24920, 170940, -277410
6150, 584, -1270, -243, -64610, 85470, -313810
6170, 482, -1486, -383, -120680, -92120, -162610
6190, 312, -1495, -341, -92540, -207970, -21630
6210, 322, -1258, -228, -10640, -201670, -71540
6230, 479, -1254, -231, 12670, -158130, -269780
6250, 640, -1451, -255, -16100, -172690, -392420
6270, 764, -1889, -424, -33600, -249340, -350490
6290, 662, -1998, -573, -50820, -370720, -212030
6310, 434, -1556, -178, -10010, -444290, -107450
6330, 410, -1220, -179, 87080, -410690, -160370
6350, 522, -1262, -448, 14630, -461650, -255500
6370, 575, -1498, -572, -91420, -628110, -142730
6390, 511, -1556, -346, 94360, -574840, -62440
6410, 474, -1540, -266, 176890, -560210, -65800
6430, 537, -1489, -422, 90440, -640850, -97440
6450, 574, -1431, -466, 57540, -700700, -75810
6470, 458, -1472, -468, 143710, -735070, 38640
6490, 288, -1326, -378, 271040, -739830, 105630
6510, 243, -1153, -331, 320320, -726180, 18480
6530, 315, -1042, -420, 280140, -736190, -110040
6550, 381, -1007, -506, 270200, -752430, -153160
6570, 274, -991, -362, 382760, -740530, -94150
6590, 142, -968, -251, 496160, -727930, -55230
6610, 153, -929, -334, 446880, -758660, -130900
6630, 228, -903, -428, 322630, -788620, -253960
6650, 255, -843, -462, 281260, -780710, -308700
6670, 208, -685, -345, 340900, -742770, -297850
6690, 115, -534, -187, 421680, -705320, -265090
6710, 61, -489, -185, 412580, -725830, -226590
6730, 50, -508, -285, 313530, -793660, -193270
6750, 73, -549, -359, 233590, -833980, -174650
6770, 89, -549, -349, 234570, -811510, -178570
6790, 113, -526, -299, 291060, -749210, -202300
6810, 142, -547, -260, 344610, -687960, -225470
6830, 186, -625, -241, 358960, -648480, -230790
6850, 225, -780, -299, 329560, -630000, -219100
6870, 247, -944, -375, 284270, -621110, -198800
6890, 308, -978, -389, 262920, -581350, -213920
6910, 387, -924, -292, 269850, -487970, -288260
6930, 402, -941, -186, 291480, -393540, -330820
6950, 387, -1070, -230, 278950, -364280, -280840
6970, 381, -1225, -325, 196350, -390180, -199920
6990, 436, -1273, -354, 105770, -392280, -177870
7010, 511, -1309, -313, 56770, -324310, -242060
7030, 585, -1333, -263, 49980, -223650, -311430
7050, 635, -1525, -303, 44590, -152530, -315560
7070, 677, -1602, -352, -1120, -130480, -256760
7090, 575, -1852, -452, -83090, -64400, -159530
7110, 701, -1755, -517, -134330, 22540, -208740
7130, 876, -1757, -513, -157780, 155260, -303940
7150, 753, -1601, -393, -131670, 186480, -176190
7170, 572, -1719, -435, -161770, 185150, -41370
7190, 433, -1824, -426, -121520, 267680, -20440
7210, 590, -1520, -230, -111300, 414610, -204750
7230, 755, -1408, -328, -172340, 460950, -301560
7250, 683, -1429, -554, -248780, 372960, -136640
7270, 430, -1328, -397, -159040, 408030, 50050
7290, 375, -1272, -401, -73150, 507850, 84070
7310, 377, -1043, -306, -84490, 573020, 20230
7330, 374, -906, -292, -95130, 605570, 4340
7350, 297, -921, -352, -99260, 593390, 88410
7370, 257, -885, -336, -85680, 601580, 161280
7390, 208, -706, -164, -80430, 637070, 162330
7410, 205, -661, -196, -110040, 638330, 170170
7430, 175, -682, -270, -188790, 582470, 213570
7450, 165, -623, -283, -248710, 554540, 225330
7470, 163, -611, -317, -256480, 567350, 210140
7490, 109, -471, -169, -210770, 594440, 213570
7510, 80, -441, -122, -162890, 625870, 221830
7530, 79, -547, -226, -199220, 593880, 257040
7550, 110, -602, -340, -285530, 545160, 260470
7570, 126, -610, -353, -316890, 573160, 197680
7590, 155, -580, -372, -253820, 656950, 137830
7610, 109, -607, -296, -151830, 726600, 128730
7630, 124, -800, -326, -51030, 765450, 183400
7650, 187, -1053, -274, -29050, 781900, 208250
7670, 463, -1217, -317, -63210, 795480, 160300
7690, 512, -1259, -275, -128590, 759850, 104930
7710, 416, -1232, -429, -163870, 660660, 171430
7730, 333, -1079, -386, -199850, 530740, 296590
7750, 313, -1078, -298, -178290, 479780, 339990
7770, 401, -1178, -164, -92330, 511980, 318500
7790, 551, -1613, -430, -171220, 397110, 298270
7810, 647, -1703, -440, -209790, 331800, 274750
7830, 582, -1643, -266, -163380, 322560, 256410
7850, 617, -1644, -311, -188510, 262640, 242130
7870, 653, -1646, -424, -258090, 167020, 226800
7890, 530, -1591, -271, -227990, 118650, 244580
7910, 535, -1566, -354, -207060, 78610, 223230
7930, 630, -1562, -410, -215390, 42630, 144340
7950, 646, -1500, -260, -172130, 23800, 108220
7970, 621, -1700, -279, -102410, -18900, 170660
7990, 535, -1838, -373, -126000, -130480, 224420
8010, 564, -1666, -385, -144900, -193620, 166110
8030, 518, -1342, -263, -120190, -200130, 49840
8050, 502, -1288, -304, -72310, -234360, 32760
8070, 410, -1224, -280, -20650, -304780, 91840
8090, 307, -1088, -214, 57400, -353500, 137830
8110, 252, -984, -202, 98630, -400120, 125300
8130, 227, -917, -248, 98420, -456330, 80850
8150, 185, -793, -245, 106050, -504980, 38780
8170, 145, -689, -229, 145320, -534730, 3430
8190, 126, -682, -243, 192920, -561400, -24010
8210, 99, -612, -234, 236040, -588980, -48370
8230, 57, -554, -209, 269570, -613340, -81690
8250, 37, -517, -203, 288680, -640080, -117600
8270, 21, -454, -190, 287490, -666540, -160440
8290, 17, -377, -180, 260680, -693770, -204750
8310, 17, -378, -207, 218680, -726950, -228410
8330, 15, -453, -285, 179060, -771190, -213360
8350, 38, -482, -323, 166810, -800450, -188020
8370, 82, -473, -309, 205030, -778330, -199850
8390, 123, -465, -243, 271040, -724850, -234780
8410, 171, -523, -243, 324590, -683200, -245700
8430, 234, -688, -352, 338100, -685370, -207060
8450, 278, -876, -351, 337890, -714210, -130620
8470, 353, -1102, -354, 386260, -701400, -67550
8490, 473, -1394, -502, 403200, -643720, -89180
8510, 567, -1573, -528, 414540, -584920, -132160
8530, 583, -1609, -364, 454580, -502670, -175350
8550, 621, -1607, -468, 393890, -490770, -203000
8570, 629, -1592, -634, 301560, -482930, -213150
8590, 481, -1409, -325, 354060, -360500, -221760
8610, 541, -1447, -328, 348040, -249550, -281260
8630, 693, -1721, -487, 221900, -222250, -318500
8650, 810, -1958, -504, 165830, -154700, -321230
8670, 820, -1946, -382, 151690, -66920, -305130
8690, 789, -1882, -513, 100030, -20440, -268450
8710, 638, -1764, -390, 58940, 6020, -210630
8730, 598, -1743, -312, 71260, 72660, -205730
8750, 715, -1778, -489, 14770, 99190, -249970
8770, 697, -1659, -387, -1050, 115920, -253750
8790, 597, -1564, -322, 60760, 167720, -219940
8810, 497, -1429, -252, 80570, 173460, -163450
8830, 525, -1353, -343, 25970, 150150, -153090
8850, 482, -1290, -294, -15260, 147000, -166390
8870, 473, -1158, -206, 1820, 164850, -153090
8890, 437, -1071, -281, 10360, 177660, -129080
8910, 356, -947, -257, -2380, 164430, -72170
8930, 290, -827, -169, 25550, 181090, -31150
8950, 245, -782, -199, 36890, 204120, -19040
8970, 209, -640, -109, 19250, 211470, -23450
8990, 200, -554, -76, 12880, 231980, -43750
9010, 203, -536, -141, -24010, 220990, -36960
9030, 179, -484, -117, -63420, 197890, -7840
9050, 156, -469, -98, -57540, 198590, 27020
9070, 145, -485, -123, -45220, 198590, 63210
9090, 139, -476, -102, -48440, 196910, 82740
