T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
7599, 155, -186, -170, -118020, -152250, 264110
7619, 109, -566, -413, -36890, -145320, 476350
7639, -9, -1356, 326, 62020, -21490, 509670
7659, 685, -1998, -1258, -215110, 136360, 196980
7679, 763, -571, -243, -511630, 292460, -467740
7699, 383, -16, 110, -371070, 420280, -515620
7719, 284, -256, -115, -297430, 239260, -31850
7739, 292, -321, -103, -343490, 109900, 302960
7759, 546, -1304, -925, -413280, 42140, 510230
7779, 39, -1556, -694, -281680, 85050, 667870
7799, -29, -648, -77, 32410, 466970, 465780
7819, 12, -438, -35, -16660, 697340, 127470
7839, 7, -474, -131, -216300, 685930, -25970
7859, 116, -381, -143, -350350, 704480, -132720
7879, 365, -500, -202, -418810, 757890, -199850
7899, 938, -1065, -582, -466480, 743470, -128590
7919, 871, -1702, -674, -434140, 679980, 142730
7939, 68, -1366, -606, -298200, 638680, 585830
7959, -54, -806, -473, -247590, 665910, 716310
7979, -52, -501, -402, -263760, 824530, 431690
7999, -32, -367, -291, -256690, 960960, 203210
8019, 13, -379, -121, -234080, 1023820, 128660
8039, 138, -674, -38, -265300, 989660, 164990
8059, 564, -1374, -575, -440860, 841820, 204890
8079, 705, -1661, -995, -673470, 647220, 190960
8099, 238, -868, -249, -621880, 619500, 189490
8119, 58, -541, -130, -292670, 777560, 233170
8139, 13, -396, -152, -255920, 730100, 280490
8159, 0, -277, -173, -368200, 624750, 243810
8179, -7, -145, -119, -434840, 557900, 176540
8199, -14, -49, -68, -429870, 521500, 125580
8219, -30, -12, -9, -395150, 477680, 123200
8239, 16, -97, -106, -386750, 305970, 204610
8259, 91, -633, -713, -359310, 243600, 227500
8279, 1990, -1998, -1997, 65800, 371910, 184240
