T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
10532, 975, -376, -61, -9100, -104860, 14630
10552, 1031, -445, -118, -5320, -4690, 3010
10572, 1174, -380, 56, -9240, 44030, -14490
10592, 948, -347, -39, -10080, -41300, -6090
10612, 817, -334, -113, -13650, -113750, 36750
10632, 321, -976, 53, -13020, -89390, 31430
10652, 443, -1023, -171, -54530, -18480, -61460
10672, 277, -656, -146, -63070, -64330, -31080
10692, 132, -429, -58, 7630, -104650, 63560
10712, 66, -360, -24, 66920, -144200, 127050
10732, 52, -379, -44, 88480, -195720, 151760
10752, 91, -507, -102, 100800, -240520, 142730
10772, 174, -787, -212, 132720, -263690, 108430
10792, 279, -1260, -204, 193130, -255080, 38150
10812, 578, -1775, -156, 233310, -236040, -86800
10832, 932, -1720, -603, 158200, -295890, -199990
10852, 628, -1126, -389, 158270, -373870, -117390
10872, 255, -944, -114, 397810, -352870, 138880
10892, 143, -1130, -79, 505400, -370230, 248220
10912, 228, -1498, -272, 412580, -426230, 131810
10932, 577, -1706, -519, 252980, -465500, -119420
10952, 816, -1810, -676, 212380, -436800, -326200
10972, 648, -1566, -471, 328370, -392840, -310590
10992, 431, -1301, -146, 522200, -332710, -197540
11012, 319, -1210, -77, 547960, -355670, -146930
11032, 300, -1381, -373, 356790, -491470, -155470
11052, 398, -1568, -569, 156870, -606620, -209510
11072, 523, -1442, -457, 132720, -559300, -349300
11092, 589, -1237, -243, 231770, -430150, -483140
11112, 490, -1089, -162, 297080, -387310, -457240
11132, 137, -1143, -198, 242130, -474880, -294000
11152, 302, -1014, -401, 135870, -588840, -138530
11172, 303, -867, -225, 43400, -621110, -143920
11192, 251, -745, -170, 72520, -534520, -207200
11212, 347, -781, -303, 107380, -490980, -197960
11232, 176, -642, 20, 111160, -471100, -174370
11252, 900, -1040, -500, 152880, -432390, -124810
11272, 381, -362, 713, 67900, -464870, -77840
11292, 126, -571, 400, 219730, -47250, 7630
11312, 196, -646, -102, -202440, 270270, 47320
11332, 262, -748, -259, -267750, 226870, 30590
11352, 301, -817, -340, -247380, 258790, 11410
11372, 326, -744, -283, -121450, 349720, 19460
11392, 368, -642, -219, -5670, 429310, 67970
11412, 270, -783, -144, 82390, 450030, 222040
11432, 202, -1033, -33, 70210, 425880, 333060
11452, 281, -1301, -229, -68460, 375830, 270620
11472, 576, -1319, -466, -230720, 331100, 100730
11492, 643, -1114, -357, -176330, 388080, 34230
11512, 434, -1050, -73, -28700, 413770, 209580
11532, 318, -1274, -212, -22330, 354340, 410550
11552, 368, -1405, -283, -162960, 261870, 420560
11572, 543, -1543, -437, -223440, 267330, 278250
11592, 610, -1454, -283, -203630, 306880, 156380
11612, 576, -1287, -115, -130970, 346080, 141120
11632, 417, -1251, -149, -155400, 279370, 238280
11652, 412, -1435, -447, -281750, 135030, 335440
11672, 429, -1410, -386, -320320, 86870, 301910
11692, 452, -1296, -180, -203210, 181860, 173530
11712, 478, -1268, -117, -120750, 242270, 87850
11732, 447, -1220, -181, -170660, 182210, 87430
11752, 409, -1186, -286, -256410, 82810, 122150
11772, 382, -1157, -325, -279930, 25620, 143570
11792, 336, -1072, -260, -222320, 32130, 129850
11812, 288, -966, -119, -119420, 76160, 93870
11832, 265, -900, -63, -55720, 100800, 51100
11852, 299, -845, -138, -89250, 63840, 15470
11872, 301, -825, -213, -164850, -2100, -7630
11892, 275, -794, -227, -180110, -45430, 4410
11912, 226, -739, -179, -117390, -50540, 32550
11932, 181, -683, -123, -23030, -33040, 47600
11952, 162, -634, -84, 42560, -21070, 35140
11972, 161, -610, -70, 61460, -24500, -70
11992, 180, -626, -100, 44240, -44870, -36540
